4001039,"171-C2483A-PFAP","2017-03-29","2017-03-31",8,"Paid","",3000078,508,333,NULL,"Completed",8000035,"2017-04-29 16:52:18",187.5,1000009,NULL
4001040,"171-C3645A-PFAP","2017-04-03","2017-04-05",5794,"Paid","",3000079,518,339,NULL,"Completed",8000035,"2017-04-29 18:14:29",521.478,1000009,NULL
4001041,"171-C2366A-PFAP","2017-03-17","2017-03-21",5725,"Paid","",3000069,518,339,NULL,"Completed",8000035,"2017-04-29 18:33:02",515.25,1000009,NULL
4001042,"171-C3261A-PFAP","2017-04-07","2017-04-20",9540,"Paid","",3000134,518,339,NULL,"Completed",8000042,"2017-04-30 11:32:14",1240.2,1000009,NULL
4001043,"171-C2685A-PFAP","2017-03-22","2017-03-24",2427,"Paid","",3000077,518,339,NULL,"Completed",8000042,"2017-04-30 11:44:36",315.51,1000009,NULL
4001044,"171-B3709A-PFAP","2017-03-01","2017-03-05",1768,"Paid","",3000063,518,339,NULL,"Completed",8000042,"2017-04-30 11:48:08",229.84,1000009,NULL
4001045,"171-C1858A-PFAP","2017-03-13","2017-03-15",57,"Paid","",3000141,518,339,NULL,"Completed",8000042,"2017-04-30 12:01:14",7.41,1000009,NULL
4001046,"171-C3265A-PFAP","2017-04-12","2017-04-28",2548,"Paid","",3000142,518,339,NULL,"Completed",8000035,"2017-05-01 06:23:09",331.2,1000009,NULL
4001047,"171-D2363A-PFAP","2017-04-17","2017-04-21",10771,"Paid","",3000139,518,339,NULL,"Completed",8000035,"2017-05-01 06:57:54",969.39,1000002,NULL
4001048,"171-D2569A-PFAP","2017-04-20","2017-04-22",830,"Paid","",3000137,518,339,NULL,"Completed",8000035,"2017-05-01 09:00:42",107.9,1000007,NULL
4001049,"171-C3253A-PFAP","2017-04-11","2017-04-24",35049,"Paid","",3000138,518,339,NULL,"Completed",8000035,"2017-05-01 09:37:05",4556.37,1000007,NULL
4001050,"171-C3283A-PFAP","2017-04-19","2017-04-21",875,"Paid","",3000135,518,339,NULL,"Completed",8000035,"2017-05-01 18:05:22",113.75,1000007,NULL
4001051,"171-A2804A-PFAP","2017-01-30","2017-01-31",52,"Paid","",3000057,518,339,NULL,"Completed",8000042,"2017-05-01 19:19:57",6.76,1000002,NULL
4001052,"171-A2850A-PFAP","2017-01-31","2017-02-02",16,"Paid","",3000058,518,339,NULL,"Completed",8000042,"2017-05-01 19:29:31",2.08,1000002,NULL
4001053,"171-A2052A-PFAP","2017-01-22","2017-01-23",296,"Paid","",3000048,518,339,NULL,"Completed",8000042,"2017-05-01 19:35:09",38.48,1000002,NULL
4001054,"171-A2055A-PFAP","2017-01-20","2017-01-23",62,"Paid","",3000047,518,339,NULL,"Completed",8000042,"2017-05-01 19:38:23",8.06,1000002,NULL
4001055,"161-L3016A-PFAP","2016-11-28","2016-11-30",38,"Paid","",3000032,518,339,NULL,"Completed",8000042,"2017-05-01 19:47:06",4.94,1000002,NULL
4001056,"161-M1635A-PFP","2016-12-08","2016-12-09",290,"Paid","",3000030,518,339,NULL,"Completed",8000042,"2017-05-01 20:03:22",37.7,1000002,NULL
4001057,"161-L3398A-PFAP","2016-11-30","2016-12-02",1781,"Paid","",3000029,518,339,NULL,"Completed",8000042,"2017-05-01 20:10:01",231.53,1000002,NULL
4001058,"161-L2524A-PFAP ","2016-11-28","2016-11-28",4036,"Paid","",3000027,518,339,NULL,"Completed",8000035,"2017-05-01 20:38:03",524.68,1000002,NULL
4001059,"E283.3281//A> RAMADAN//ESP/AR","2017-05-03","2017-05-03",482,"Paid","",3000143,519,339,NULL,"Completed",8000071,"2017-05-03 14:43:12",168.7,1000009,NULL
4001060,"REUTRANS LTD.//E290.536//A> RAMADAN//ESP/AR","2017-05-05","2017-05-07",134,"Paid","",3000144,519,339,NULL,"Completed",8000071,"2017-05-07 18:26:16",46.9,1000002,NULL
4001061,"German into Hindi Task","2017-05-08","2017-05-09",297,"Paid","",3000148,517,339,NULL,"Completed",8000072,"2017-05-08 16:45:14",20.79,1000002,NULL
4001063,"overleiden bewijs","2017-04-05","2017-04-05",100,"Paid","",3000093,517,339,NULL,"Completed",8000063,"2017-05-18 05:30:46",10,1000002,NULL
4001064,"KÃ¤Ã¤nnÃ¶styÃ¶1","2017-02-01","2017-02-01",63,"Paid","",3000098,517,339,NULL,"Completed",8000073,"2017-05-18 05:46:22",20,1000002,NULL
4001065,"dossier_accot","2017-02-02","2017-02-06",500,"Paid","",3000097,517,339,NULL,"Completed",8000074,"2017-05-18 06:00:58",15,1000002,NULL
4001066,"Vietnamese into English Translation Task","2017-03-08","2017-03-10",100,"Paid","",3000095,517,339,NULL,"Completed",8000075,"2017-05-18 09:06:34",3,1000002,NULL
4001067,"GDP Amanat","2017-05-12","2017-05-12",241,"Paid","",3000150,517,339,NULL,"Completed",8000076,"2017-05-18 09:47:27",15,1000002,"2018-02-09"
4001068,"Translation","2017-05-18","2017-05-18",6690,"Paid","",3000151,518,339,NULL,"Completed",8000035,"2017-05-18 10:32:03",869.75,1000000,NULL
4001070,"171-D2757A-PFAP","2017-04-20","2017-04-24",103,"Paid","",3000136,518,339,NULL,"Completed",8000042,"2017-05-21 11:46:08",13.39,1000002,NULL
4001071,"171-D1638A-PFAP","2017-04-12","2017-04-14",22,"Paid","",3000081,518,339,NULL,"Completed",8000042,"2017-05-21 11:58:24",2.86,1000002,NULL
4001072,"171-D1423A-PFAP","2017-04-10","2017-04-12",40,"Paid","",3000080,518,339,NULL,"Completed",8000042,"2017-05-21 12:07:24",5.2,1000002,NULL
4001073,"161-L2533A-PFAP","2016-11-28","2016-11-28",375,"Paid","",3000026,518,339,NULL,"Completed",8000035,"2017-05-21 15:44:24",48.75,1000002,NULL
4001074,"161-L1106A-PFAP","2016-11-02","2016-11-05",1076,"Paid","",3000025,518,339,NULL,"Completed",8000042,"2017-05-21 15:52:57",139.88,1000002,NULL
4001075,"161-K3031A-PFAP","2016-10-29","2016-10-29",185,"Paid","",3000031,518,339,NULL,"Completed",8000042,"2017-05-21 15:57:56",24.05,1000002,NULL
4001076,"171-B1523A-PFAP","2017-02-07","2017-02-07",89,"Paid","",3000059,518,339,NULL,"Completed",8000042,"2017-05-21 16:00:38",11.57,1000002,NULL
4001077,"171-B1458A-PFAP","2017-02-07","2017-02-08",266,"Paid","",3000059,518,339,NULL,"Completed",8000042,"2017-05-21 16:06:47",34.58,1000002,NULL
4001078,"CAR1720009HQ","2017-05-08","2017-05-22",9649,"Paid","",3000152,518,339,NULL,"Completed",8000035,"2017-05-24 12:36:11",771.92,1000002,NULL
4001079,"CAR1720009HQ Language Quality ","2017-05-23","2017-05-24",1,"Paid","",3000153,513,333,NULL,"Completed",8000035,"2017-05-24 12:54:28",25,1000002,NULL
4001081,"B0920L01CQ01","2017-05-25","2017-05-25",1,"Paid","",3000155,513,333,NULL,"Completed",8000077,"2017-05-27 11:17:39",1.5,1000002,NULL
4001082,"Skyscanner- English into Swedish TEP Task","2017-05-22","2017-05-23",813,"Paid","",3000156,518,339,NULL,"Completed",8000078,"2017-05-27 11:50:30",65.04,1000002,NULL
4001083,"171-B1524A-PFAP","2017-02-09","2017-02-10",555,"Paid","",3000061,518,339,NULL,"Completed",8000042,"2017-05-27 20:05:09",72.15,1000002,NULL
4001084,"171-B1317A-PFAP","2017-02-08","2017-02-13",645,"Paid","",3000062,518,339,NULL,"Completed",8000042,"2017-05-27 20:09:22",83.85,1000002,NULL
4001085,"Translation","2017-05-28","2017-05-28",1902,"Paid","",3000158,517,339,NULL,"Completed",8000051,"2017-05-27 21:24:19",475.5,1000000,NULL
4001086,"translation ","2017-05-28","2017-05-28",685,"Paid","",3000159,519,339,NULL,"Completed",8000054,"2017-05-27 21:31:23",34.25,1000000,"2019-08-19"
4001087,"VAL1720005HQ Language Quality ","2017-05-02","2017-05-18",3,"Paid","",3000161,513,333,NULL,"Completed",8000042,"2017-06-05 08:17:40",90,1000002,NULL
4001088,"VAL1720007HQ ","2017-06-26","2017-07-03",7754,"Paid","",3000162,518,339,NULL,"In Progress",8000035,"2017-06-28 20:30:47",553.86,1000002,NULL
4001089,"NSTG1720223DE ","2017-06-26","2017-07-03",6485,"Paid","",3000163,518,339,NULL,"In Progress",8000035,"2017-06-28 20:41:02",431.75,1000002,NULL
4001090,"O-03024-TRA-027-PET_2_Works","2017-03-06","2017-03-07",129,"Paid","",3000164,512,339,NULL,"Completed",8000080,"2017-06-30 19:36:19",2.193,1000002,NULL
4001091,"English into Amharic Translation Test","2017-04-07","2017-04-18",375,"Paid","",3000165,517,339,NULL,"Completed",8000081,"2017-06-30 20:35:46",18.75,1000002,"2018-05-13"
4001092,"English into Gujarati Translation Test","2017-04-07","2017-04-18",375,"Paid","",3000166,517,339,NULL,"Completed",8000079,"2017-06-30 20:50:56",18.75,1000002,NULL
4001093,"E283.3312//FL&Aacute;VIA SILVA//ESP/AR ","2017-06-06","2017-06-06",454,"Paid","",3000167,519,339,NULL,"Completed",8000071,"2017-07-10 00:05:50",158.9,1000002,NULL
4001095,"P103.5159//FL&Aacute;VIA SILVA//THAI/ANG ","2017-07-06","2017-07-06",50,"Paid","",3000171,517,339,NULL,"Completed",8000083,"2017-07-10 07:10:15",15,1000002,NULL
4001096,"171-F2073A-PFAP","2017-06-12","2017-06-15",6836,"Paid","",3000172,518,339,NULL,"Completed",8000035,"2017-07-12 09:32:07",615.24,1000009,NULL
4001099,"316.6209","2017-07-10","2017-07-11",914,"Paid","",3000176,517,339,NULL,"Completed",8000051,"2017-07-12 10:10:08",228.5,1000000,NULL
4001100,"171-C3255A-PFAP","2017-06-05","2017-06-23",45421,"Paid","",3000174,518,339,NULL,"Completed",8000035,"2017-07-12 10:21:10",5904.73,1000009,NULL
4001101,"Blue Tongues Translation","2017-07-02","2017-07-02",35916,"Paid","",3000145,517,339,NULL,"Completed",8000052,"2017-07-12 10:27:39",8979,1000009,NULL
4001102,"171-F1814A-PFAP","2017-06-12","2017-06-20",22472,"Paid","",3000173,518,339,NULL,"Completed",8000035,"2017-07-12 10:30:55",2022.44,1000009,NULL
4001103,"Princess Shadow","2017-07-02","2017-07-02",48944,"Paid","",3000145,517,339,NULL,"Completed",8000065,"2017-07-12 10:32:10",9788.8,1000000,NULL
4001105,"Property Brochure","2017-07-14","2017-07-14",250,"Paid","",3000180,519,339,NULL,"Completed",8000054,"2017-07-14 07:45:37",12.5,1000009,"2019-08-19"
4001106,"171-C3250A-PFAP","2017-05-01","2017-06-15",15683,"Paid","",3000175,518,339,NULL,"Completed",8000035,"2017-07-15 03:30:58",1835.04,1000009,NULL
4001107,"B509-YMGT-0805_EN_FA_A","2017-05-08","2017-05-11",4961,"Paid","",3000181,519,339,NULL,"Completed",8000056,"2017-07-25 05:33:41",148.83,1000000,"2019-09-30"
4001108,"C339-ULG-1007_EN_FA_A","2017-07-10","2017-07-13",326,"Paid","",3000182,519,339,NULL,"Completed",8000056,"2017-07-25 06:00:57",9.78,1000000,"2019-09-30"
4001109,"072617-01-CF","2017-07-21","2017-07-24",757,"Paid","",3000185,517,339,NULL,"Completed",8000084,"2017-07-31 08:48:39",37.85,1000009,NULL
4001110,"17060139-Cybex","2017-07-31","2017-08-03",5455,"Paid","",3000186,519,339,NULL,"Not Started",8000056,"2017-07-31 11:07:19",163.65,1000000,"2019-09-30"
4001111,"072817-01-CF","2017-07-25","2017-07-28",1055,"Paid","",3000187,517,339,NULL,"Completed",8000084,"2017-08-01 06:22:47",52.75,1000009,NULL
4001113,"D040-ULG-0509","2017-09-05","2017-09-06",527,"Paid","",3000203,519,339,NULL,"Completed",8000057,"2017-09-06 18:24:45",21.08,1000009,NULL
4001114,"O-03903-REV-032-DOR_7","2017-08-02","2017-09-03",1500,"Paid","",3000204,512,339,NULL,"Completed",8000058,"2017-09-07 16:01:06",15,1000009,NULL
4001115,"P480.813","2017-08-25","2017-08-26",550,"Paid","",3000195,517,339,NULL,"Completed",8000051,"2017-09-07 16:09:46",137.5,1000009,NULL
4001116,"D100.1702","2017-09-13","2017-09-13",938,"Paid","",3000209,517,339,NULL,"Completed",8000066,"2017-09-19 12:05:08",375.2,1000000,NULL
4001119,"1191633","2017-09-22","2017-09-22",678,"Paid","",3000213,519,339,NULL,"Completed",8000057,"2017-09-22 20:34:10",27.12,1000009,NULL
4001120,"092817-01-JG","2017-09-22","2017-09-25",2583,"Paid","",3000214,517,339,NULL,"In Progress",8000084,"2017-09-22 21:04:43",129.15,1000009,NULL
4001128,"D278-ULG-2209_EN_FA_A","2017-09-22","2017-09-25",779,"Paid","",3000219,519,339,NULL,"In Progress",8000057,"2017-09-22 21:27:17",31.16,1000009,NULL
4001130,"D244-ULG-2109_EN_FA_A","2017-09-21","2017-09-21",505,"Paid","",3000223,519,339,NULL,"Completed",8000057,"2017-09-22 21:42:00",20.2,1000009,NULL
4001132,"18304411-21093912","2017-09-18","2017-09-18",252,"Paid","",3000226,517,339,NULL,"Completed",8000073,"2017-09-23 03:00:07",20,1000009,NULL
4001134,"Bengali to English - &Ouml;vers&auml;ttning film","2017-08-31","2017-09-01",20,"Paid","",3000230,520,340,NULL,"Completed",8000105,"2017-09-23 13:38:38",60,1000009,NULL
4001135,"job N. 18323476-21108684","2017-09-19","2017-09-19",100,"Not Paid","",3000227,517,339,NULL,"Completed",8000107,"2017-09-23 17:58:26",4,1000009,NULL
4001136,"Test Turkish","2017-09-25","2017-09-26",874,"Paid","",3000231,519,339,NULL,"In Progress",8000054,"2017-09-25 15:33:22",43.7,1000000,"2019-08-19"
4001137,"Test Arabic","2017-09-25","2017-09-26",874,"Paid","",3000232,517,339,NULL,"Not Started",8000051,"2017-09-25 15:36:48",218.5,1000000,NULL
4001138,"Test  Japanese","2017-09-25","2017-09-27",874,"Paid","",3000234,519,339,702,"Not Started",8000042,"2017-09-25 15:47:57",87.4,1000004,"2018-02-06"
4001139,"Test German","2017-09-25","2017-09-26",535,"Paid","",3000235,519,339,NULL,"Not Started",8000109,"2017-09-26 10:06:12",58.85,1000000,NULL
4001140,"18175146-20912665","2017-08-30","2017-08-31",2738,"Paid","",3000198,517,339,NULL,"Completed",8000110,"2017-09-27 12:32:20",87.616,1000009,NULL
4001141,"171-J2348A-PFAP","2017-09-18","2017-09-20",2500,"Paid","",3000222,518,339,NULL,"Completed",8000042,"2017-09-27 12:40:59",325,1000009,NULL
4001142,"18380160-21182163","2017-09-26","2017-09-26",15,"Paid","",3000236,519,339,NULL,"Completed",8000111,"2017-09-27 13:02:36",10,1000009,NULL
4001143,"834","2017-09-25","2017-09-26",834,"Paid","",3000237,519,339,NULL,"Completed",8000057,"2017-09-27 14:30:48",33.36,1000000,NULL
4001144,"D220-ULG-1909_EN_FA_A","2017-09-19","2017-09-20",1239,"Paid","",3000238,519,339,NULL,"Completed",8000057,"2017-09-27 14:53:43",49.56,1000000,NULL
4001145,"D289-ULG-2509_EN_FA_A","2017-09-25","2017-09-25",1274,"Paid","",3000240,517,339,NULL,"Not Started",8000112,"2017-09-27 15:13:26",50.96,1000000,"2018-01-04"
4001146,"Q-2017090529_26-HY","2017-09-27","2017-09-27",15,"Paid","",3000241,517,339,NULL,"Completed",8000113,"2017-09-27 18:06:08",0.75,1000009,"2020-05-08"
4001147,"Q-2017090529/#26- TK","2017-09-26","2017-09-26",15,"Paid","",3000243,517,339,NULL,"Completed",8000114,"2017-09-27 18:34:11",0.9,1000009,NULL
4001148,"JAS57_40731","2017-09-28","2017-09-28",626,"Paid","",3000244,517,339,NULL,"Completed",8000115,"2017-09-28 16:17:10",31.3,1000000,NULL
4001149,"Q-2017090529/#26- SQ","2017-09-29","2017-09-29",15,"Paid","",3000242,517,339,NULL,"Completed",8000116,"2017-09-29 21:55:29",0.75,1000009,NULL
4001150,"092817-01-JG Hmong","2017-09-24","2017-09-25",2583,"Paid","",3000217,517,339,NULL,"Completed",8000117,"2017-09-29 22:18:17",180.81,1000009,"2018-01-09"
4001151,"092817-01-JG Amharic","2017-09-22","2017-09-24",2583,"Paid","",3000215,517,339,NULL,"Completed",8000103,"2017-10-13 22:49:45",129.15,1000009,NULL
4001152,"18475775-21313277","2017-10-09","2017-10-09",231,"Paid","",3000251,517,339,NULL,"Completed",8000073,"2017-10-13 23:12:15",18.48,1000009,"2018-01-05"
4001153,"18403386-21212548","2017-09-28","2017-09-28",50,"Paid","",3000252,517,339,NULL,"Completed",8000118,"2017-10-13 23:31:06",1.95,1000009,NULL
4001154,"18223296-21031074","2017-09-12","2017-09-12",876,"Paid","",3000225,519,339,NULL,"Completed",8000106,"2017-10-13 23:50:56",43.8,1000009,NULL
4001155,"marius serbenta diploma","2017-09-12","2017-09-12",221,"Paid","",3000207,517,339,716,"Completed",8000122,"2017-10-14 17:09:50",11.05,1000009,"2018-01-19"
4001156,"18256733-21022945 - Latin into English translation task","2017-09-11","2017-09-11",63,"Paid","",3000206,517,339,NULL,"Completed",8000119,"2017-10-14 17:16:20",3.78,1000009,"2018-05-14"
4001157,"Translation Task 18190387-20924258","2017-09-05","2017-09-05",541,"Paid","",3000205,517,339,NULL,"Completed",8000120,"2017-10-14 17:24:11",18.935,1000009,NULL
4001158,"Serbian into English Translation Task","2017-06-07","2017-06-08",550,"Paid","",3000202,517,339,NULL,"Completed",8000121,"2017-10-14 17:35:01",27.5,1000009,NULL
4001159,"task 18200807-20934908","2017-09-04","2017-09-04",323,"Paid","",3000201,517,339,NULL,"Completed",8000122,"2017-10-14 21:29:27",16.15,1000009,"2018-01-19"
4001160,"18013552-20923430","2017-09-01","2017-10-20",408,"Paid","",3000200,517,339,NULL,"Completed",8000123,"2017-10-14 22:07:18",20.4,1000009,NULL
4001161,"Handoff- Lithuanian into English translation task","2017-08-21","2017-08-22",227,"Paid","",3000197,517,339,NULL,"Completed",8000122,"2017-10-14 22:13:59",11.35,1000009,"2018-01-19"
4001163,"40761","2017-09-28","2017-09-28",233,"Paid","",3000250,517,339,NULL,"Completed",8000115,"2017-10-14 22:27:19",11.65,1000009,NULL
4001164,"40289","2017-08-24","2017-08-25",1438,"Paid","",3000249,519,339,NULL,"Completed",8000088,"2017-10-14 22:38:46",71.9,1000009,NULL
4001165,"40147","2017-08-15","2017-08-16",2498,"Paid","",3000248,519,339,NULL,"Completed",8000088,"2017-10-14 22:44:53",124.9,1000009,NULL
4001166,"40042","2017-08-04","2017-08-04",1045,"Paid","",3000189,517,339,NULL,"Completed",8000090,"2017-10-14 22:57:19",52.25,1000009,NULL
4001167,"P10 3/5439","2017-10-09","2017-10-09",335,"Paid","",3000253,517,339,NULL,"Completed",8000051,"2017-10-16 12:23:27",100.5,1000000,NULL
4001168,"E00 0/924","2017-10-10","2017-10-10",243,"Paid","",3000254,519,339,NULL,"Completed",8000071,"2017-10-16 12:32:24",85.05,1000000,NULL
4001169,"Wikipedia Arabic Khalid Al Sayed ","2017-09-13","2017-10-16",742,"Paid","",3000261,517,339,NULL,"Completed",8000051,"2017-10-31 15:53:58",222.6,1000000,NULL
4001170,"Wikipedia Arabic Khalid Al Sayed ","2017-09-13","2017-10-16",742,"Paid","",3000261,517,339,NULL,"Completed",8000051,"2017-10-31 15:54:00",222.6,1000000,NULL
4001171,"Wikipedia Arabic Khalid Al Sayed ","2017-09-14","2017-09-19",742,"Paid","",3000261,508,339,NULL,"Completed",8000099,"2017-10-31 16:01:35",222.6,1000000,NULL
4001172,"Katara Prize for Arabic Fiction","2017-10-24","2017-10-29",3040,"Paid","",3000263,517,339,NULL,"Completed",8000052,"2017-10-31 16:17:59",760,1000000,NULL
4001173,"Katara Prize for Arabic Fiction","2017-10-24","2017-10-29",7040,"Paid","",3000263,508,339,NULL,"Completed",8000051,"2017-10-31 17:07:49",1056,1000000,NULL
4001174,"1193703","2017-10-20","2017-10-21",1173,"Paid","",3000264,517,339,NULL,"Completed",8000124,"2017-11-03 14:30:04",58.66,1000009,NULL
4001175,"Translation Test - English &gt; various Languages 09/25 /2017","2017-09-25","2017-09-26",874,"Paid","",3000233,517,339,NULL,"Completed",8000126,"2017-11-10 12:45:36",104.88,1000009,NULL
4001176,"161-K2787A-PFEU | Request for TRED JA into EN_US | v1 DUE 10/28","2016-10-28","2016-10-28",28,"Paid","",3000024,518,339,NULL,"Completed",8000042,"2017-11-10 19:47:11",3.64,1000009,NULL
4001177,"161-L2814 &amp; 2817A-PFAP | TRED Request for REDLINE JP&gt;EN (US) | v3 DUE 11/28 EOB PST","2016-11-28","2016-11-28",1,"Paid","",3000028,518,333,NULL,"Completed",8000035,"2017-11-10 19:54:10",25,1000009,NULL
4001178,"Documents to be translated","2017-01-04","2017-01-05",493,"Paid","",3000049,519,339,NULL,"Completed",8000127,"2017-11-10 20:03:50",98.6,1000009,NULL
4001179,"Korean into English Translation Task","2017-01-11","2017-01-13",308,"Paid","",3000050,517,339,NULL,"Completed",8000055,"2017-11-10 20:08:56",15,1000009,NULL
4001180,"P103.4707//JO&Atilde;O MOREIRA//AR/ANG","2017-01-18","2017-01-20",3009,"Paid","",3000051,517,339,NULL,"Completed",8000038,"2017-11-10 20:20:44",752.25,1000009,NULL
4001181,"Translation Task from Arabic into English","2017-01-24","2017-01-25",367,"Paid","",3000052,517,339,NULL,"Completed",8000051,"2017-11-10 20:25:11",110.1,1000009,NULL
4001182,"Translation Korean into English","2017-01-24","2017-01-25",1,"Paid","",3000053,517,339,NULL,"Completed",8000055,"2017-11-10 20:28:10",20,1000009,NULL
4001183,"Unser Auftrag: 17100500 | &Uuml;bersetzung f&uuml;r WOMA GmbH | Hindi (India)","2017-10-26","2017-11-01",418,"Paid","",3000266,517,339,NULL,"Completed",8000072,"2017-11-10 20:32:28",29.26,1000009,NULL
4001184,"PX1740009HQ-O","2017-10-10","2017-10-17",15443,"Paid","",3000260,518,339,722,"Completed",8000128,"2017-11-10 20:56:59",1079.586,1000009,"2018-01-09"
4001185,"VSAT1720003HQ-O - EN&gt;TH - PCT Request","2017-10-12","2017-10-13",806,"Paid","",3000256,518,339,NULL,"Completed",8000128,"2017-11-10 21:49:33",60.45,1000009,"2018-01-09"
4001186,"VSAT1720003HQ-O - EN&gt;TH - PCT Request - Task 2","2017-10-12","2017-10-24",23698,"Paid","",3000259,518,339,727,"Completed",8000128,"2017-11-10 21:51:37",1744.125,1000009,"2018-01-09"
4001187,"1195651","2017-11-14","2017-11-14",91,"Paid","",3000276,512,339,NULL,"Completed",8000057,"2017-11-14 12:53:03",0.91,1000009,"2018-10-19"
4001188,"1195713","2017-11-15","2017-11-16",2308,"Paid","",3000277,517,339,NULL,"Completed",8000120,"2017-11-15 11:02:37",92.32,1000009,"2018-01-05"
4001189,"AZL112605 | Amazon AV | Pilot | hi-IN ","2017-11-22","2017-11-23",1602,"Paid","",3000278,517,339,700,"Completed",8000072,"2017-11-22 21:18:49",80.1,1000009,"2018-05-13"
4001190,"171-J1683A-PFAP","2017-09-12","2017-09-18",5501,"Paid","",3000221,518,339,NULL,"Completed",8000035,"2017-11-23 17:07:14",715.13,1000009,NULL
4001191,"171-G2058A-PFAP","2017-07-12","2017-07-18",7912,"Paid","",3000193,518,339,NULL,"Completed",8000035,"2017-11-23 17:41:59",712.08,1000009,NULL
4001192,"171-G3994A-PFAP (P188-220)","2017-09-05","2017-09-21",2113,"Paid","",3000224,518,339,NULL,"Completed",8000035,"2017-11-23 17:58:17",274.69,1000009,NULL
4001193,"171-G3994A-PFAP (P631-830)","2017-09-01","2017-09-11",5400,"Paid","",3000220,518,339,NULL,"Completed",8000035,"2017-11-23 18:16:58",702,1000009,NULL
4001194,"171-G3994A-PFAP (P401-630)","2017-09-01","2017-09-11",5616,"Paid","",3000218,518,339,NULL,"Completed",8000035,"2017-11-23 18:21:00",730.08,1000009,NULL
4001195,"171-G3994A-PFAP (P221-400)","2017-09-01","2017-09-11",5196,"Paid","",3000216,518,339,NULL,"Completed",8000035,"2017-11-23 18:22:38",675.48,1000009,NULL
4001196,"40729","2017-09-29","2017-09-29",189,"Paid","",3000279,517,339,NULL,"Completed",8000115,"2017-11-24 15:42:37",9.45,1000009,NULL
4001197,"18709945-21798579","2017-11-24","2017-11-27",650,"Paid","",3000280,517,339,NULL,"Completed",8000073,"2017-11-25 23:16:56",60,1000009,"2018-01-05"
4001198,"Vietnamese into English Translation Task","2017-11-20","2017-11-21",40,"Paid","",3000281,517,339,NULL,"Completed",8000129,"2017-11-25 23:26:08",2,1000009,"2018-05-14"
