215,11203,3000279,2017-12-16 03:04:44
216,11204,3000278,2017-12-16 03:06:24
217,11205,3000319,2017-12-27 18:01:54
218,11206,3000309,2017-12-27 18:02:47
219,11207,3000310,2017-12-27 18:03:04
220,11208,3000311,2017-12-27 18:03:23
221,11209,3000312,2017-12-27 18:03:41
222,11210,3000313,2017-12-27 18:03:59
223,11211,3000314,2017-12-27 18:04:15
224,11212,3000315,2017-12-27 18:04:31
225,11213,3000316,2017-12-27 18:04:46
226,11214,3000317,2017-12-27 18:05:02
227,11215,3000318,2017-12-27 18:05:19
228,11216,3000320,2017-12-28 13:25:03
229,11217,3000321,2017-12-28 13:25:24
230,11218,3000323,2017-12-28 13:25:46
231,11219,3000324,2017-12-28 13:26:02
232,11220,3000325,2017-12-28 13:26:45
233,11221,3000328,2017-12-30 10:54:52
234,11222,3000329,2017-12-30 10:55:09
235,11223,3000330,2017-12-30 10:55:25
236,11224,3000331,2017-12-30 10:55:44
237,11225,3000332,2017-12-30 10:56:04
240,11227,3000333,2018-01-01 12:27:45
241,11228,3000346,2018-01-24 15:44:25
242,11229,3000347,2018-02-02 00:32:24
243,11230,3000348,2018-02-02 00:32:42
244,11231,3000352,2018-02-02 00:33:00
245,11232,3000354,2018-02-02 00:34:48
246,11233,3000326,2018-02-02 00:35:12
247,11234,3000334,2018-02-02 00:35:28
248,11235,3000336,2018-02-02 00:35:47
249,11236,3000355,2018-02-02 00:54:19
250,11237,3000365,2018-02-12 23:00:16
251,11238,3000322,2018-02-12 23:11:57
252,11239,3000337,2018-02-12 23:12:15
253,11240,3000338,2018-02-12 23:12:45
254,11241,3000339,2018-02-12 23:13:05
255,11242,3000340,2018-02-12 23:13:27
256,11243,3000341,2018-02-12 23:14:16
257,11244,3000342,2018-02-12 23:14:28
258,11245,3000366,2018-02-20 00:21:50
259,11246,3000369,2018-02-20 00:22:31
260,11247,3000368,2018-02-20 00:30:40
261,11248,3000367,2018-02-20 00:31:06
263,11249,3000374,2018-02-28 17:51:24
267,11253,3000382,2018-03-20 15:14:30
269,11255,3000364,2018-03-20 15:20:07
270,11256,3000383,2018-03-20 15:22:57
271,11257,3000360,2018-03-20 15:26:48
272,11257,3000361,2018-03-20 15:26:48
273,11257,3000362,2018-03-20 15:26:48
274,11258,3000390,2018-03-22 14:34:38
276,11260,3000384,2018-03-22 14:41:39
277,11261,3000371,2018-03-22 14:45:16
278,11262,3000386,2018-03-22 14:45:54
279,11263,3000375,2018-03-22 14:46:29
280,11264,3000380,2018-03-22 14:48:18
281,11265,3000372,2018-03-22 14:49:28
282,11265,3000373,2018-03-22 14:49:28
284,11267,3000376,2018-03-22 15:00:58
285,11268,3000204,2018-03-22 15:01:42
286,11269,3000427,2018-04-23 13:21:49
287,11270,3000426,2018-04-23 13:21:58
288,11271,3000425,2018-04-23 13:22:07
289,11272,3000424,2018-04-23 13:22:18
290,11273,3000423,2018-04-23 13:22:29
291,11274,3000422,2018-04-23 13:22:39
292,11275,3000414,2018-04-23 13:23:59
293,11276,3000413,2018-04-23 13:24:10
294,11277,3000408,2018-04-23 13:24:20
295,11278,3000409,2018-04-23 13:24:37
296,11279,3000415,2018-04-23 13:27:24
297,11280,3000164,2018-04-23 13:27:42
298,11281,3000392,2018-04-23 13:27:58
299,11282,3000387,2018-04-23 13:28:33
300,11283,3000400,2018-04-23 13:28:50
301,11284,3000428,2018-05-19 01:57:54
302,11285,3000456,2018-05-19 01:58:21
303,11286,3000440,2018-05-19 03:20:03
304,11287,3000457,2018-05-19 03:23:17
305,11288,3000454,2018-05-19 03:23:33
306,11289,3000453,2018-05-19 03:23:46
307,11290,3000452,2018-05-19 03:24:10
308,11291,3000450,2018-05-19 03:24:26
309,11292,3000449,2018-05-19 03:24:53
310,11293,3000446,2018-05-19 03:25:43
311,11294,3000445,2018-05-19 03:25:56
312,11295,3000442,2018-05-19 03:26:29
313,11296,3000430,2018-05-19 03:27:28
314,11296,3000431,2018-05-19 03:27:28
315,11296,3000432,2018-05-19 03:27:28
316,11297,3000429,2018-05-19 03:27:41
317,11298,3000443,2018-05-19 03:28:12
318,11298,3000444,2018-05-19 03:28:12
324,11254,3000335,2018-06-11 16:51:48
325,11300,3000483,2018-07-19 16:24:43
326,11301,3000482,2018-07-19 16:24:54
327,11302,3000481,2018-07-19 16:25:02
328,11303,3000480,2018-07-19 16:25:10
329,11304,3000479,2018-07-19 16:25:18
330,11305,3000478,2018-07-19 16:25:27
331,11306,3000477,2018-07-19 16:25:36
332,11307,3000470,2018-07-19 16:25:44
333,11308,3000469,2018-07-19 16:26:15
334,11309,3000385,2018-07-19 16:26:35
335,11310,3000464,2018-07-19 16:28:24
337,11312,3000467,2018-07-19 16:28:46
338,11313,3000476,2018-07-19 16:28:55
339,11314,3000485,2018-07-19 16:29:05
340,11315,3000487,2018-07-19 16:29:15
341,11316,3000416,2018-07-19 16:29:30
342,11317,3000462,2018-07-19 16:29:40
343,11318,3000447,2018-07-19 16:30:01
344,11318,3000448,2018-07-19 16:30:01
345,11319,3000459,2018-07-19 16:30:07
346,11320,3000460,2018-07-19 16:30:15
347,11321,3000461,2018-07-19 16:30:25
348,11322,3000486,2018-07-19 16:30:41
349,11323,3000433,2018-07-19 16:30:53
350,11324,3000468,2018-07-19 16:31:04
351,11325,3000441,2018-07-19 16:33:01
352,11326,3000510,2018-08-08 15:36:23
353,11327,3000509,2018-08-08 15:36:34
354,11328,3000508,2018-08-08 15:36:43
355,11329,3000507,2018-08-08 15:36:55
356,11330,3000506,2018-08-08 15:37:06
357,11331,3000505,2018-08-08 15:37:17
358,11332,3000504,2018-08-08 15:37:37
359,11333,3000503,2018-08-08 15:37:52
360,11334,3000559,2018-09-18 20:14:29
361,11335,3000502,2018-09-18 20:14:56
362,11336,3000567,2018-09-18 20:15:12
363,11337,3000569,2018-09-18 20:15:25
364,11338,3000568,2018-09-18 20:15:39
365,11339,3000562,2018-09-18 20:15:52
366,11340,3000528,2018-09-18 20:16:12
367,11341,3000531,2018-09-18 20:16:25
368,11342,3000530,2018-09-18 20:16:41
369,11343,3000529,2018-09-18 20:16:56
370,11344,3000527,2018-09-18 20:17:09
371,11345,3000526,2018-09-18 20:17:24
372,11346,3000525,2018-09-18 20:17:37
373,11347,3000524,2018-09-18 20:20:32
374,11348,3000488,2018-09-18 20:38:33
375,11349,3000566,2018-09-18 20:38:45
376,11350,3000498,2018-09-18 20:39:08
377,11351,3000517,2018-09-18 20:39:19
378,11352,3000561,2018-09-18 20:39:31
379,11353,3000495,2018-09-18 20:39:42
380,11353,3000560,2018-09-18 20:39:42
381,11354,3000557,2018-09-18 20:39:53
382,11355,3000556,2018-09-18 20:40:03
384,11357,3000501,2018-09-18 20:50:16
385,11358,3000570,2018-09-18 20:50:41
386,11359,3000533,2018-09-18 21:38:33
387,11359,3000534,2018-09-18 21:38:33
388,11359,3000535,2018-09-18 21:38:33
389,11359,3000536,2018-09-18 21:38:33
390,11359,3000537,2018-09-18 21:38:33
391,11359,3000538,2018-09-18 21:38:33
392,11359,3000539,2018-09-18 21:38:33
393,11359,3000540,2018-09-18 21:38:33
394,11359,3000541,2018-09-18 21:38:33
395,11359,3000542,2018-09-18 21:38:33
396,11359,3000543,2018-09-18 21:38:33
397,11359,3000544,2018-09-18 21:38:33
398,11359,3000545,2018-09-18 21:38:33
399,11359,3000546,2018-09-18 21:38:33
400,11359,3000547,2018-09-18 21:38:33
401,11359,3000548,2018-09-18 21:38:33
402,11359,3000549,2018-09-18 21:38:33
403,11359,3000550,2018-09-18 21:38:33
404,11359,3000551,2018-09-18 21:38:33
405,11359,3000552,2018-09-18 21:38:33
406,11359,3000553,2018-09-18 21:38:33
407,11359,3000554,2018-09-18 21:38:33
408,11359,3000555,2018-09-18 21:38:33
409,11360,3000512,2018-09-19 11:46:29
410,11361,3000565,2018-09-19 11:47:27
411,11362,3000564,2018-09-19 11:48:07
412,11363,3000515,2018-09-19 11:48:43
413,11364,3000489,2018-09-19 11:49:50
414,11365,3000584,2018-10-07 17:14:35
415,11366,3000583,2018-10-07 17:14:46
416,11367,3000582,2018-10-07 17:14:57
417,11368,3000581,2018-10-07 17:15:08
418,11369,3000579,2018-10-07 17:15:18
419,11370,3000576,2018-10-07 17:15:29
420,11371,3000575,2018-10-07 17:15:40
421,11372,3000572,2018-10-07 17:15:52
422,11373,3000571,2018-10-07 17:16:06
423,11374,3000578,2018-10-07 17:16:17
424,11259,3000357,2018-10-07 17:21:34
425,11259,3000358,2018-10-07 17:21:34
426,11375,3000589,2018-10-13 22:40:07
428,11377,3000587,2018-10-13 22:40:38
429,11378,3000586,2018-10-13 22:40:49
430,11379,3000580,2018-10-13 23:57:06
431,11380,3000577,2018-10-13 23:57:44
432,11381,3000573,2018-10-13 23:58:08
433,11382,3000494,2018-10-13 23:58:23
434,11383,3000591,2018-10-15 15:36:53
435,11384,3000466,2018-10-15 22:54:32
436,11385,3000595,2018-10-15 22:59:43
437,11386,3000592,2018-10-15 23:00:11
438,11387,3000593,2018-10-15 23:00:49
439,11388,3000594,2018-10-15 23:10:40
440,11389,3000596,2018-10-18 19:47:59
441,11390,3000713,2018-12-06 12:12:59
442,11391,3000706,2018-12-06 12:13:09
443,11392,3000703,2018-12-06 12:13:20
444,11393,3000702,2018-12-06 12:13:30
445,11394,3000687,2018-12-06 12:13:41
446,11395,3000685,2018-12-06 12:13:55
447,11396,3000684,2018-12-06 12:14:18
448,11396,3000688,2018-12-06 12:14:18
449,11397,3000672,2018-12-06 12:14:29
450,11398,3000671,2018-12-06 12:14:39
451,11399,3000662,2018-12-06 12:14:50
452,11400,3000659,2018-12-06 12:15:00
453,11401,3000658,2018-12-06 12:15:20
454,11402,3000654,2018-12-06 12:15:29
455,11403,3000653,2018-12-06 12:15:40
456,11404,3000652,2018-12-06 12:15:49
457,11405,3000650,2018-12-06 12:15:59
458,11406,3000649,2018-12-06 12:16:11
459,11407,3000647,2018-12-06 12:16:22
460,11408,3000636,2018-12-06 12:16:36
461,11409,3000634,2018-12-06 12:16:46
462,11410,3000632,2018-12-06 12:17:12
463,11411,3000633,2018-12-06 12:17:24
464,11412,3000617,2018-12-06 14:33:05
465,11413,3000681,2018-12-06 14:33:14
466,11414,3000714,2018-12-06 14:33:21
467,11415,3000715,2018-12-06 14:33:28
468,11416,3000716,2018-12-06 14:33:35
469,11417,3000597,2018-12-08 08:05:05
470,11418,3000610,2018-12-08 08:05:15
471,11419,3000611,2018-12-08 08:05:21
472,11420,3000612,2018-12-08 08:05:26
473,11421,3000619,2018-12-08 08:05:33
474,11422,3000622,2018-12-08 08:05:40
475,11423,3000623,2018-12-08 08:05:45
476,11424,3000626,2018-12-08 08:05:51
477,11425,3000627,2018-12-08 08:05:57
478,11426,3000616,2018-12-08 19:50:09
479,11427,3000736,2018-12-27 15:23:56
480,11428,3000732,2018-12-27 15:24:07
481,11429,3000731,2018-12-27 15:24:18
482,11430,3000730,2018-12-27 15:25:24
483,11431,3000729,2018-12-27 15:25:30
484,11432,3000728,2018-12-27 15:25:39
485,11433,3000722,2018-12-27 15:25:43
486,11434,3000720,2018-12-27 15:25:49
487,11435,3000711,2018-12-27 15:25:56
488,11436,3000710,2018-12-27 15:26:02
489,11437,3000709,2018-12-27 15:26:09
490,11438,3000708,2018-12-27 15:26:16
491,11439,3000707,2018-12-27 15:26:25
492,11440,3000600,2018-12-27 15:27:39
493,11441,3000604,2018-12-27 15:27:55
494,11441,3000605,2018-12-27 15:27:55
495,11442,3000606,2018-12-27 15:28:11
496,11443,3000607,2018-12-27 15:28:20
497,11444,3000608,2018-12-27 15:28:28
498,11445,3000721,2018-12-27 15:28:43
499,11446,3000669,2018-12-27 15:29:25
500,11447,3000680,2018-12-27 15:29:33
501,11448,3000704,2018-12-27 15:29:44
502,11449,3000719,2018-12-27 15:29:52
503,11450,3000737,2018-12-27 15:30:01
504,11451,3000624,2018-12-27 15:32:16
505,11452,3000698,2018-12-27 15:32:21
506,11453,3000699,2018-12-27 15:32:26
507,11454,3000700,2018-12-27 15:32:32
508,11455,3000701,2018-12-27 15:32:37
510,11457,3000725,2018-12-27 15:33:24
511,11458,3000726,2018-12-27 15:33:29
512,11459,3000734,2018-12-27 15:33:33
513,11460,3000739,2018-12-27 15:33:37
514,11461,3000740,2018-12-27 15:33:41
515,11462,3000738,2018-12-29 17:47:02
516,11463,3000735,2018-12-29 17:47:34
517,11464,3000630,2018-12-29 17:47:43
518,11465,3000682,2018-12-29 17:47:58
519,11465,3000683,2018-12-29 17:47:58
520,11466,3000712,2018-12-29 17:49:30
521,11467,3000599,2018-12-29 17:50:21
522,11468,3000598,2018-12-29 17:51:18
523,11469,3000656,2018-12-29 17:51:49
524,11470,3000673,2018-12-29 17:52:03
525,11471,3000601,2018-12-29 17:52:22
526,11471,3000602,2018-12-29 17:52:22
527,11472,3000603,2018-12-29 17:52:33
528,11473,3000629,2018-12-29 17:52:53
529,11474,3000614,2018-12-29 17:53:33
530,11475,3000620,2018-12-29 17:53:42
531,11476,3000667,2018-12-29 17:53:52
532,11477,3000668,2018-12-29 17:53:59
533,11478,3000666,2018-12-29 17:54:42
534,11479,3000648,2018-12-29 17:55:01
538,11483,3000741,2018-12-30 00:04:35
539,11484,3000742,2019-01-01 16:06:58
541,11485,3000588,2019-01-01 16:18:31
542,11486,3000513,2019-01-01 16:24:55
543,11487,3000743,2019-01-03 13:06:12
544,11488,3000750,2019-01-08 10:09:51
545,11489,3000751,2019-01-08 10:50:58
546,11490,3000747,2019-01-08 10:53:14
548,11492,3000493,2019-01-08 10:53:31
549,11493,3000396,2019-01-08 10:53:58
550,11493,3000397,2019-01-08 10:53:58
551,11493,3000399,2019-01-08 10:53:58
552,11494,3000746,2019-01-08 10:54:09
553,11495,3000749,2019-01-08 10:54:19
554,11496,3000727,2019-01-08 10:54:30
555,11497,3000717,2019-01-08 10:54:42
556,11498,3000697,2019-01-08 10:54:55
557,11499,3000696,2019-01-08 10:55:05
558,11500,3000695,2019-01-08 10:55:14
559,11501,3000694,2019-01-08 10:55:25
560,11502,3000693,2019-01-08 10:55:33
561,11503,3000692,2019-01-08 10:55:42
562,11504,3000690,2019-01-08 10:55:53
563,11505,3000689,2019-01-08 10:56:05
564,11506,3000674,2019-01-08 10:56:13
565,11507,3000665,2019-01-08 10:56:24
566,11508,3000663,2019-01-08 10:56:34
567,11509,3000628,2019-01-08 10:56:51
568,11510,3000679,2019-01-08 10:57:14
569,11511,3000678,2019-01-08 10:57:27
570,11512,3000677,2019-01-08 10:57:36
571,11513,3000745,2019-01-08 15:52:35
572,11514,3000774,2019-01-24 10:41:36
573,11515,3000793,2019-02-05 15:29:07
574,11516,3000804,2019-02-07 17:02:56
575,11517,3000802,2019-02-08 23:40:25
578,11519,3000821,2019-02-13 14:54:31
579,11519,3000822,2019-02-13 14:54:31
580,11520,3000770,2019-02-25 10:48:02
581,11521,3000779,2019-02-26 11:01:03
582,11522,3000836,2019-03-02 10:11:50
583,11523,3000832,2019-03-02 10:12:41
584,11524,3000831,2019-03-02 10:12:52
585,11525,3000830,2019-03-02 10:13:04
586,11526,3000826,2019-03-02 10:13:18
587,11527,3000815,2019-03-02 10:13:33
588,11528,3000791,2019-03-02 10:13:48
589,11529,3000788,2019-03-02 10:14:02
590,11530,3000783,2019-03-02 10:14:14
591,11531,3000782,2019-03-02 10:14:31
592,11532,3000780,2019-03-02 10:14:51
593,11533,3000777,2019-03-02 10:15:10
594,11534,3000769,2019-03-02 10:15:21
595,11535,3000768,2019-03-02 10:15:47
596,11536,3000766,2019-03-02 10:15:57
597,11537,3000765,2019-03-02 10:16:33
598,11538,3000764,2019-03-02 10:16:47
599,11539,3000763,2019-03-02 10:17:10
600,11540,3000762,2019-03-02 10:17:28
601,11541,3000760,2019-03-02 10:17:38
602,11542,3000758,2019-03-02 10:17:56
603,11542,3000775,2019-03-02 10:17:56
604,11543,3000757,2019-03-02 10:18:19
605,11544,3000756,2019-03-02 10:18:36
606,11545,3000752,2019-03-02 10:18:49
607,11546,3000785,2019-03-02 10:19:03
608,11547,3000816,2019-03-02 10:19:26
609,11548,3000813,2019-03-02 10:19:39
610,11549,3000810,2019-03-02 10:19:51
611,11550,3000761,2019-03-02 10:20:11
612,11551,3000835,2019-03-02 10:20:41
613,11552,3000829,2019-03-02 10:20:55
614,11553,3000827,2019-03-02 10:21:08
615,11554,3000794,2019-03-02 10:21:24
616,11555,3000818,2019-03-02 10:21:41
617,11556,3000781,2019-03-02 10:25:08
618,11557,3000795,2019-03-02 10:25:20
619,11558,3000792,2019-03-02 10:30:12
620,11559,3000773,2019-03-02 10:30:28
621,11560,3000838,2019-03-02 10:30:48
622,11561,3000787,2019-03-02 10:41:57
624,11563,3000771,2019-03-02 10:42:20
625,11564,3000814,2019-03-02 10:42:36
626,11565,3000796,2019-03-02 10:42:53
627,11566,3000753,2019-03-02 10:43:07
628,11567,3000754,2019-03-02 10:43:17
629,11568,3000797,2019-03-02 11:01:13
630,11568,3000798,2019-03-02 11:01:13
631,11569,3000874,2019-03-19 13:26:58
632,11570,3000789,2019-04-09 10:34:59
633,11570,3000790,2019-04-09 10:34:59
634,11571,3000869,2019-04-09 10:35:36
635,11571,3000870,2019-04-09 10:35:36
636,11571,3000871,2019-04-09 10:35:36
637,11571,3000872,2019-04-09 10:35:36
638,11571,3000873,2019-04-09 10:35:36
639,11572,3000896,2019-04-09 10:36:08
640,11572,3000897,2019-04-09 10:36:08
641,11572,3000898,2019-04-09 10:36:08
642,11572,3000899,2019-04-09 10:36:08
643,11572,3000900,2019-04-09 10:36:08
644,11572,3000901,2019-04-09 10:36:08
645,11572,3000902,2019-04-09 10:36:08
646,11573,3000840,2019-04-09 11:19:57
647,11574,3000842,2019-04-09 11:20:10
648,11574,3000847,2019-04-09 11:20:10
649,11575,3000851,2019-04-09 11:20:19
650,11576,3000859,2019-04-09 11:20:28
651,11577,3000860,2019-04-09 11:20:39
652,11578,3000887,2019-04-09 11:21:05
653,11579,3000805,2019-04-14 00:18:42
654,11580,3000806,2019-04-14 00:19:22
655,11581,3000807,2019-04-14 00:20:02
656,11582,3000819,2019-04-14 00:44:55
657,11582,3000820,2019-04-14 00:44:55
658,11583,3000921,2019-04-15 11:22:59
659,11584,3000922,2019-04-15 11:24:22
660,11585,3000923,2019-04-15 11:26:31
662,11586,3000924,2019-04-15 11:41:07
663,11587,3000934,2019-04-24 13:33:51
664,11588,3000948,2019-05-09 13:30:12
665,11589,3000895,2019-06-04 03:59:07
666,11590,3000905,2019-06-04 03:59:17
667,11591,3000906,2019-06-04 03:59:27
668,11592,3000907,2019-06-04 03:59:37
669,11593,3000916,2019-06-04 03:59:50
670,11594,3000925,2019-06-04 04:00:07
671,11595,3000930,2019-06-04 04:00:20
672,11595,3000933,2019-06-04 04:00:20
673,11596,3000932,2019-06-04 04:00:34
674,11597,3000936,2019-06-04 04:00:44
675,11598,3000940,2019-06-04 04:00:57
676,11599,3000946,2019-06-04 04:01:14
677,11600,3000950,2019-06-04 04:01:24
678,11601,3000962,2019-06-04 04:01:36
679,11602,3000969,2019-06-04 04:01:48
680,11603,3000976,2019-06-04 04:02:11
681,11604,3000991,2019-06-04 04:02:25
683,11606,3000918,2019-06-04 12:16:04
684,11607,3000908,2019-06-04 12:16:16
685,11608,3000953,2019-06-04 12:16:32
686,11609,3000931,2019-06-04 12:16:41
687,11610,3000852,2019-06-04 12:16:55
688,11611,3000982,2019-06-04 12:17:07
691,11614,3000846,2019-06-04 12:17:59
692,11615,3000937,2019-06-04 12:18:13
693,11616,3000956,2019-06-04 12:18:24
694,11617,3000912,2019-06-04 12:18:33
695,11618,3000894,2019-06-04 12:18:43
696,11619,3000893,2019-06-04 12:18:58
697,11620,3000892,2019-06-04 12:19:17
698,11620,3000914,2019-06-04 12:19:17
699,11621,3000890,2019-06-04 12:19:27
700,11622,3000882,2019-06-04 12:19:37
701,11623,3000881,2019-06-04 12:19:49
702,11624,3000880,2019-06-04 12:20:01
703,11625,3000841,2019-06-04 12:20:12
705,11627,3000857,2019-06-04 12:20:33
706,11628,3000928,2019-06-04 12:20:48
707,11629,3000926,2019-06-04 12:20:59
708,11630,3000863,2019-06-04 12:21:16
709,11631,3000845,2019-06-04 12:21:56
