3000059,"Redline Translation",1,"1",50,2000064,126,84,4,339,"2017-03-11 04:10:14"
3000060,"Full Translation",559,"0",103.4705,2000065,126,84,4,339,"2017-03-11 04:18:09"
3000061,"Full Translation ",799,"0",147.8705,2000066,126,84,4,339,"2017-03-11 04:20:26"
3000062,"Redline Translation ",1,"1",50,2000067,126,84,4,339,"2017-03-11 04:25:31"
3000063,"Full Translation",1768,"0",327.0615,2000068,126,84,4,339,"2017-03-11 04:30:17"
3000064,"376.1024 Translation",462,"0",60.0002,2000069,142,84,2,331,"2017-03-11 05:01:39"
3000065,"D89 0/101 Translation",1,"1",15,2000070,99,30,2,339,"2017-03-11 05:08:22"
3000066,"35 6/4646 Translation",188,"0",15,2000071,30,84,2,339,"2017-03-11 05:12:58"
3000067,"A10 3/1750 Translation ",340,"0",27.2,2000072,30,84,2,339,"2017-03-11 05:23:04"
3000068,"D70 0/2240 Translation",1325,"0",79.5,2000073,99,30,2,339,"2017-03-11 05:25:33"
3000069,"Full Translation",5725,"0",916,2000074,261,84,4,339,"2017-03-25 09:41:41"
3000070,"Translation",735,"0",58.81,2000075,84,202,2,339,"2017-03-25 10:12:37"
3000071,"Translation",10064,"0",503.21,2000076,84,90,2,339,"2017-03-25 10:15:52"
3000072,"Translation",2313,"0",161.91,2000077,84,144,2,339,"2017-03-25 10:22:50"
3000073,"Translation",262,"0",13.1,2000078,84,90,2,339,"2017-03-25 10:25:58"
3000074,"Translation",941,"0",47.05,2000079,84,90,2,339,"2017-03-25 10:29:15"
3000075,"Translation",19432,"0",971.61,2000080,84,90,2,339,"2017-03-25 10:38:31"
3000076,"Translation",101,"0",5.04,2000081,84,90,2,339,"2017-03-25 10:42:31"
3000077,"Full Translation",2427,"0",449.0505,2000082,126,84,4,339,"2017-04-11 08:55:18"
3000078,"Full Translation",8,"0",268.8,2000083,119,84,4,333,"2017-04-11 09:02:50"
3000079,"Full Translation",5794,"0",985.02,2000084,119,84,4,339,"2017-04-11 12:02:38"
3000080,"Redline Translation",1,"1",50,2000085,126,84,4,339,"2017-04-11 12:05:25"
3000081,"Redline",1,"1",50,2000086,126,84,4,339,"2017-04-14 18:27:48"
3000082,"Translation",426,"0",25.56,2000087,99,30,2,339,"2017-04-14 18:38:54"
3000083,"Translation",1,"1",15,2000088,99,30,2,339,"2017-04-14 18:42:06"
3000084,"Translation",188,"0",15,2000089,30,84,2,339,"2017-04-14 18:46:12"
3000085,"Translation",491,"0",29.46,2000090,99,30,2,339,"2017-04-14 18:50:31"
3000086,"Translation",847,"0",50.82,2000091,99,30,2,339,"2017-04-14 18:53:58"
3000087,"Translation",1,"1",15,2000092,99,30,2,339,"2017-04-14 18:58:11"
3000088,"Translation",615,"0",80.002,2000093,142,84,2,331,"2017-04-14 19:01:18"
3000089,"Translation",750,"0",60,2000094,30,84,2,339,"2017-04-14 19:05:59"
3000090,"Translation",1154,"0",150.007,2000095,142,84,2,331,"2017-04-14 20:18:24"
3000091,"Translation",375,"0",30,2000096,30,84,2,339,"2017-04-14 20:21:25"
3000092,"Short Survey",83,"0",4.15,2000097,84,90,2,339,"2017-04-16 07:04:47"
3000093,"Translation",100,"0",15,2000098,98,84,5,339,"2017-04-16 10:55:27"
3000094,"Test Job",100,"0",13.5,2000032,126,84,5,339,"2017-04-16 13:09:06"
3000095,"Wife's Work Letter",250,"0",20,2000099,261,84,5,339,"2017-04-16 15:38:13"
3000096,"5033703",100,"0",25,2000100,245,84,5,339,"2017-04-16 15:43:02"
3000097,"dossier_accot",500,"0",60,2000101,160,84,5,339,"2017-04-16 15:45:54"
3000098,"KÃ¤Ã¤nnÃ¶styÃ¶1",63,"1",20,2000102,92,84,5,339,"2017-04-16 15:52:07"
3000099,"Tur1",48,"0",3.84,2000103,251,84,5,339,"2017-04-16 16:03:42"
3000100,"HTS-Pashto-Live-GFIG-29500336-G3",3500,"0",420,2000104,198,84,5,339,"2017-04-16 16:06:58"
3000101,"Employment services",100,"0",8,2000105,144,84,5,339,"2017-04-16 16:10:35"
3000102,"Demande_de_devis_Traduction_asserment_e_Gujarati_vers_Fran_ais",1020,"0",112.2,2000106,105,84,5,339,"2017-04-16 16:14:57"
3000103,"Elevay - Kurdish - Nawroz",390,"0",46.8,2000107,144,84,6,339,"2017-04-16 16:21:52"
3000104,"Divorce and death certificate",321,"0",38.52,2000108,149,84,5,339,"2017-04-16 16:26:49"
3000105,"Ãœbersetzung",195,"0",8.775,2000109,30,84,5,339,"2017-04-16 16:30:30"
3000106,"request_for_Bahasa-English_translation",1866,"0",149.28,2000110,119,84,5,339,"2017-04-16 16:35:16"
3000107,"Translation",591,"0",59.1,2000111,159,84,5,339,"2017-04-16 16:41:14"
3000108,"Birth_Certificate",150,"0",18,2000112,241,84,5,339,"2017-04-16 16:46:10"
3000109,"Elevay - Kurdish",600,"0",48,2000113,144,84,5,339,"2017-04-16 16:50:01"
3000110,"Traduction",2233,"0",178.64,2000114,226,84,5,339,"2017-04-16 16:53:17"
3000111,"TRANSLATION_AB07002_SAE_DOCUMENTATION_ROM_ENG_LINE1282",1210,"0",96.8,2000115,208,84,5,339,"2017-04-16 16:55:59"
3000112,"Korean_into_English_516069045",763,"0",91.56,2000116,142,84,5,339,"2017-04-16 16:59:12"
3000113,"TRANSLATION_AB7002_SAE_DOCUMENTATION_LINE1287",800,"0",64,2000117,208,84,5,339,"2017-04-16 17:02:24"
3000114,"Trafo 6-60W & KSQ",938,"0",84.42,2000118,99,84,5,339,"2017-04-16 17:06:28"
3000115,"Prof. Largiader",555,"0",49.95,2000119,99,84,5,339,"2017-04-16 17:11:08"
3000116,"Letter Teklom",40,"0",10,2000120,245,84,5,339,"2017-04-16 17:18:43"
3000117,"TRANSLATION_6-15_MASITINIB_COLON_CLINICAL_TRIAL_FOR_COLIN_MANSFIELD",6873,"0",549.84,2000121,68,84,5,339,"2017-04-16 17:23:29"
3000118,"AB07002_SAE_15467_LINE1240",1048,"0",83.84,2000122,208,84,5,339,"2017-04-16 17:26:08"
3000119,"S-AVANT ICF Korea Dr Park",2358,"0",282.96,2000123,142,84,5,339,"2017-04-16 17:28:54"
3000120,"S-AVANT ICF Korea Dr Park",2358,"0",282.96,2000123,142,84,5,339,"2017-04-16 17:28:56"
3000121,"GL160222",440,"0",39.6,2000124,99,84,6,339,"2017-04-16 17:37:42"
3000122,"Online contract into ENG",94,"0",29.798,2000125,92,84,5,339,"2017-04-16 17:41:31"
3000123,"Online contract into ENG",95,"0",29.798,2000125,92,84,5,339,"2017-04-16 17:41:35"
3000124,"Fragen von T",89,"0",10.68,2000126,245,84,5,339,"2017-04-16 17:46:52"
3000125,"GER-ENG",2777,"0",249.93,2000127,99,84,5,339,"2017-04-16 17:49:47"
3000126,"LUCID EOS D-EN",197,"0",17.73,2000128,99,84,6,339,"2017-04-16 17:52:01"
3000127,"17030225",542,"0",70.46,2000129,99,112,2,339,"2017-04-25 06:16:54"
3000129,"B05417238A",189,"0",9.45,2000131,84,90,2,339,"2017-04-25 18:34:55"
3000130,"EMUI5.1_CloudPortal_UI_21L_tr-tr",442,"0",26.52,2000132,84,251,4,339,"2017-04-25 20:38:44"
3000131,"17114178-19484172",190,"0",15.2,2000133,226,84,5,339,"2017-04-27 13:30:35"
3000133,"RedLine Translation",1,"1",50,2000135,126,84,4,339,"2017-04-28 09:53:13"
3000134,"Full Translation",9540,"0",1764.83,2000136,126,84,4,339,"2017-04-28 09:57:23"
3000135,"Full translation",1145,"0",211.88,2000137,126,84,4,339,"2017-04-28 09:59:30"
3000136,"RedLine Translation",1,"1",50,2000138,126,84,4,339,"2017-04-28 10:06:40"
3000137,"Full Translation",1100,"0",203.55,2000139,126,84,4,339,"2017-04-28 10:15:11"
3000138,"Full Translation",35049,"0",6484.1,2000140,126,84,4,339,"2017-04-28 10:22:58"
3000139,"Full Translation",10771,"0",1723.31,2000141,261,84,4,339,"2017-04-28 10:41:11"
3000140,"171-C1858A-PFAP",1,"1",50,2000142,126,84,4,333,"2017-04-30 11:59:50"
3000141,"171-C1858A-PFAP",57,"1",50,2000142,126,84,4,339,"2017-04-30 12:00:18"
3000142,"171-C3265A-PFAP",2548,"0",471.33,2000143,126,84,4,339,"2017-05-01 06:14:27"
3000143,"E28 3/3281",482,"0",28.92,2000144,231,30,2,339,"2017-05-03 14:40:32"
3000144,"URGENTE//E290.536//LUCREZIA CALABRESE//ESP/AR",134,"1",30,2000145,231,30,2,339,"2017-05-07 18:25:08"
3000145,"First Part",60009,"0",8401.3,2000146,30,84,4,339,"2017-05-08 03:22:06"
3000146,"Second Part",100016,"0",14002.17,2000146,30,84,4,339,"2017-05-08 03:23:59"
3000147,"Third Part",40006,"0",5600.87,2000146,30,84,4,339,"2017-05-08 03:25:13"
3000148,"17040528",297,"0",38.54,2000147,99,112,2,339,"2017-05-08 16:41:19"
3000149,"GDP Amanat",241,"0",28.92,2000149,134,84,5,339,"2017-05-18 09:46:22"
3000150,"GDP Amanat",241,"0",28.92,2000149,134,84,5,339,"2017-05-18 09:46:23"
3000151,"Full Translation",6690,"0",1237.72,2000148,126,84,4,339,"2017-05-18 10:14:16"
3000152,"CAR1720009HQ",9649,"0",1157.88,2000150,243,84,4,339,"2017-05-24 12:33:21"
3000153,"CAR1720009HQ Language Quality ",1,"0",40,2000151,243,84,8,333,"2017-05-24 12:53:54"
3000155,"B0920L01CQ01",1,"0",20,2000152,30,84,8,333,"2017-05-27 11:09:31"
3000156,"Swedish samples",813,"0",113.82,2000153,84,235,4,339,"2017-05-27 11:42:21"
3000157,"Translation",1,"1",30,2000154,231,30,2,339,"2017-05-27 20:38:33"
3000158,"Translation",1902,"0",152.16,2000156,30,84,2,339,"2017-05-27 21:20:20"
3000159,"Translation",780,"0",78,2000155,251,84,2,339,"2017-05-27 21:29:34"
3000160,"TRANSCRIPTION",1,"0",30,2000157,251,251,9,333,"2017-05-27 21:34:35"
3000161,"VAL1720005HQ Language Quality ",3,"0",120,2000158,243,84,8,333,"2017-06-05 08:09:46"
3000162,"VAL1720007HQ ",7754,"0",830.796,2000159,243,84,4,339,"2017-06-28 20:24:37"
3000163,"NSTG1720223DE",6485,"0",650.724,2000160,243,84,4,339,"2017-06-28 20:36:17"
3000164,"O-03024-TRA-027-PET_2_Works",1,"0",0,2000161,84,84,7,333,"2017-06-30 19:34:17"
3000165,"English into Amharic Translation Test",375,"0",0,2000162,84,28,2,339,"2017-06-30 20:34:01"
3000166,"English into Gujarati Translation Test",375,"0",0,2000162,84,105,2,339,"2017-06-30 20:49:59"
3000167,"E283.3312//FLÃVIA SILVA//ESP/AR ",454,"0",27.24,2000163,231,30,2,339,"2017-07-10 00:03:24"
3000169,"D243.31//MARTINA DA SILVA//ALL/AR",697,"0",41.82,2000165,99,30,2,339,"2017-07-10 00:51:03"
3000170,"P100.10943//FL&Aacute;VIA SILVA//ESP/AR",50,"0",15,2000166,231,30,2,339,"2017-07-10 06:38:09"
3000171,"P103.5159//FLÃVIA SILVA//THAI/ANG",50,"0",60,2000167,243,84,2,339,"2017-07-10 07:03:35"
3000172,"171-F2073A-PFAP",6836,"0",1162.17,2000168,119,84,4,339,"2017-07-10 07:14:22"
3000173,"171-F1814A-PFAP",22472,"0",3820.18,2000169,119,84,4,339,"2017-07-10 07:17:50"
3000174,"171-C3255A-PFAP",45421,"0",8402.84,2000170,126,84,4,339,"2017-07-10 07:21:42"
3000175,"171-C3250A-PFAP",15683,"0",2901.44,2000171,126,84,4,339,"2017-07-11 17:26:53"
3000176,"//316.6209//MORGANE JOUANNIC//AR/ANG",914,"0",73.12,2000173,30,84,2,339,"2017-07-12 09:55:49"
3000177,"//CH103.977//MARTINA DA SILVA//ANG/AR",105,"1",20,2000174,84,30,2,339,"2017-07-13 10:58:38"
3000178,"CH80 3/3685",451,"0",36.08,2000175,30,84,2,339,"2017-07-13 13:08:09"
3000179,"CH12 0/5346",150,"1",15,2000176,30,84,2,339,"2017-07-13 13:16:05"
3000180,"Property Brochure",270,"0",21.6,2000177,251,84,5,339,"2017-07-14 07:42:52"
3000181,"B509-YMGT-0805_EN_FA_A",4961,"0",248.05,2000178,84,90,2,339,"2017-07-25 05:32:16"
3000182,"C339-ULG-1007_EN_FA_A",326,"0",16.3,2000179,84,90,2,339,"2017-07-25 05:59:54"
3000183,"B13617238A",1,"0",10,2000180,84,90,7,333,"2017-07-25 09:55:12"
3000184,"LTON1720010TW",50,"0",4,2000181,84,30,4,339,"2017-07-26 11:39:42"
3000185,"072617-01-CF",757,"0",83.27,2000182,84,228,2,339,"2017-07-31 08:32:24"
3000186,"17060139-Cybex",6083,"0",608.25,2000183,84,90,2,339,"2017-07-31 09:12:08"
3000187,"072817-01-CF",1055,"0",116.05,2000184,84,228,2,339,"2017-08-01 06:22:00"
3000189,"40042",1045,"0",94.05,2000186,84,161,5,339,"2017-08-09 09:49:49"
3000190,"376.1173//ALICE NICOLAS//COR/ANG",308,"0",40,2000187,142,84,2,331,"2017-08-29 00:42:14"
3000191,"E465.578//FLÃVIA SILVA//ESP/AR",632,"0",37.92,2000188,231,30,2,339,"2017-08-29 01:05:46"
3000192,"GB0.1354//FLÃVIA SILVA//ANG/AR",100,"1",20,2000189,84,30,2,339,"2017-08-29 01:20:10"
3000193,"171-G2058A-PFAP",7912,"0",1265.91,2000190,261,84,4,339,"2017-08-30 16:24:46"
3000194,"P103.5313//FLÃVIA SILVA//AR/ANG ",188,"0",15,2000191,30,84,2,339,"2017-08-30 16:39:04"
3000195,"P480.813//FLÃVIA SILVA//ARABIC / ENGLISH",550,"0",44,2000192,30,84,2,339,"2017-08-31 14:52:01"
3000196,"756.34754",22799,"0",1823.92,2000193,30,84,2,339,"2017-09-02 13:10:06"
3000197,"18111230-20815624",227,"0",27.24,2000194,153,84,5,339,"2017-09-03 22:19:37"
3000198,"18175146-20912665",2738,"0",328.56,2000195,256,84,5,339,"2017-09-03 22:29:15"
3000199,"18186738-20916490",848,"0",38.16,2000196,30,84,5,339,"2017-09-03 22:32:33"
3000200,"18013552-20923430",458,"0",45,2000197,134,84,5,339,"2017-09-03 22:35:39"
3000201,"18200807-20934908",323,"0",38.76,2000198,153,84,5,339,"2017-09-03 22:40:29"
3000202,"17510359-19956503",740,"0",60,2000199,218,84,5,339,"2017-09-03 23:06:20"
3000203,"D040-ULG-0509_EN_FA_A",554,"0",27.69,2000201,84,90,2,339,"2017-09-06 16:09:59"
3000204,"O-03903-REV-032-DOR_7",1,"0",50,2000202,84,84,7,333,"2017-09-07 12:51:54"
3000205,"18190387-20924258",600,"0",72,2000203,252,84,5,339,"2017-09-12 18:08:03"
3000206,"18256733-21022945",227,"0",27.24,2000204,148,84,5,339,"2017-09-12 18:38:19"
3000207,"18267616-21034359",221,"0",26.52,2000205,153,84,5,339,"2017-09-12 18:57:02"
3000208,"18216809-20967381",11142,"0",891.36,2000206,226,84,5,339,"2017-09-12 19:11:01"
3000209,"D100.1702",938,"0",56.28,2000207,99,30,2,339,"2017-09-19 12:02:53"
3000212,"69 6/12653",324,"0",25.92,2000209,84,30,2,339,"2017-09-21 13:42:00"
3000213,"1191633",678,"0",61.02,2000210,90,84,2,339,"2017-09-22 20:28:33"
3000214,"092817-01-JG Somalia",2625,"0",290,2000211,84,228,2,339,"2017-09-22 21:03:16"
3000215,"092817-01-JG Amharic",2625,"0",265,2000211,84,28,2,339,"2017-09-22 21:11:22"
3000216,"171-G3994A-PFAP",5196,"0",961.2193,2000212,126,84,4,339,"2017-09-22 21:19:50"
3000217,"092817-01-JG Hmong",2625,"0",265,2000211,84,277,2,339,"2017-09-22 21:20:51"
3000218,"171-G3994A-PFAP (P401-630)",5616,"0",1038.88008,2000213,126,84,4,339,"2017-09-22 21:23:32"
3000219,"D278-ULG-2209_EN_FA_A",779,"0",38.95,2000214,84,90,2,339,"2017-09-22 21:26:29"
3000220,"171-G3994A-PFAP",5400,"0",999.08,2000215,126,84,4,339,"2017-09-22 21:30:10"
3000221,"171-J1683A-PFAP",5501,"0",1017.6295,2000216,126,84,4,339,"2017-09-22 21:33:17"
3000222,"171-J2348A-PFAP",2500,"0",462.47965,2000217,126,84,4,339,"2017-09-22 21:35:13"
3000223,"D244-ULG-2109_EN_FA_A",547,"0",27.35,2000218,84,90,2,339,"2017-09-22 21:36:42"
3000224,"171-G3994A-PFAP (P188-220)",2113,"0",390.9198,2000219,126,84,4,339,"2017-09-22 21:38:34"
3000225,"18223296-21031074",876,"0",67.56,2000220,153,84,5,339,"2017-09-23 02:32:59"
3000226,"18304411-21093912",252,"0",27.72,2000221,92,84,5,339,"2017-09-23 02:54:04"
3000227,"18323476-21108684",120,"0",14.4,2000222,153,84,5,339,"2017-09-23 03:05:08"
3000228,"18334999-21123784",37,"0",15,2000223,148,84,5,339,"2017-09-23 03:09:43"
3000230,"Bengali to English - &Ouml;vers&auml;ttning film",20,"0",85,2000225,48,84,9,340,"2017-09-23 13:35:02"
3000231,"Test Turkish",874,"0",0,2000226,84,251,2,339,"2017-09-25 15:32:30"
3000232,"Test Arabic",874,"0",0,2000226,84,30,2,339,"2017-09-25 15:34:09"
3000233,"Test French",874,"0",87.4,2000226,84,93,2,339,"2017-09-25 15:41:03"
3000234,"Test  Japanese",874,"0",0,2000226,84,126,2,339,"2017-09-25 15:46:08"
3000235,"Test German",874,"0",0,2000226,84,99,2,339,"2017-09-26 10:05:16"
3000236,"18380160-21182163",150,"0",18,2000227,275,84,5,339,"2017-09-27 11:50:11"
3000237,"Test Farsi",834,"0",0,2000226,84,90,2,339,"2017-09-27 14:29:02"
3000238,"D220-ULG-1909_EN_FA_A",1239,"0",61.95,2000228,84,90,2,339,"2017-09-27 14:49:41"
3000239,"D289-ULG-2509_EN_FA_A",1274,"0",63.7,2000229,84,90,2,339,"2017-09-27 15:06:59"
3000240,"D289-ULG-2509_EN_FA_A",1274,"0",63.7,2000229,84,90,2,339,"2017-09-27 15:07:00"
3000241,"Q-2017090529/#26- HY",16,"0",1.92,2000230,84,33,2,339,"2017-09-27 15:37:41"
3000242,"Q-2017090529/#26- SQ",16,"0",1.92,2000230,84,26,2,339,"2017-09-27 15:40:28"
3000243,"Q-2017090529/#26- TK",16,"0",1.92,2000230,84,252,2,339,"2017-09-27 15:40:56"
3000244,"JAS57_40731",626,"0",56.34,2000231,84,161,5,339,"2017-09-28 16:16:11"
3000245,"136.16405",3415,"0",204.9,2000232,93,30,2,339,"2017-10-03 13:49:40"
3000246,"37 6.1235",467,"0",60.71,2000233,142,84,2,331,"2017-10-03 13:59:02"
3000247,"2988-2017/17/2",10,"1",10,2000234,84,142,2,339,"2017-10-04 12:32:59"
3000248,"40147",2498,"0",224.82,2000235,84,161,5,339,"2017-10-04 15:29:57"
3000249,"40289",1438,"0",129.42,2000236,84,161,5,339,"2017-10-04 15:31:26"
3000250,"40761",1,"1",25,2000237,84,161,5,339,"2017-10-04 15:35:32"
3000251,"Santelo Oy",231,"0",25.41,2000238,92,84,5,339,"2017-10-13 23:11:41"
3000252,"18403386-21212548",120,"0",14.4,2000239,153,84,5,339,"2017-10-13 23:30:19"
3000253,"P10 3/5439",250,"1",20,2000240,30,84,2,339,"2017-10-16 12:19:02"
3000254,"E00 0/924",334,"0",20.04,2000241,231,30,2,339,"2017-10-16 12:31:02"
3000255,"Translation Services Kazakh into English",100,"1",27,2000242,134,84,2,339,"2017-10-16 15:36:48"
3000256,"VSAT1720003HQ-O / VS-1854",806,"0",96.72,2000243,84,243,4,339,"2017-10-23 14:39:29"
3000259,"VSAT1720003HQ-O / VS-1854 P2",23255,"0",2790.54,2000244,84,243,4,339,"2017-10-23 14:44:04"
3000260,"PX1740009HQ-O",11974,"0",1436.88,2000245,84,243,4,339,"2017-10-24 00:40:47"
3000261,"Wikipedia Arabic Khalid Al Sayed V3",742,"0",89.04,2000246,30,84,4,339,"2017-10-31 15:50:39"
3000263,"Katara Prize for Arabic Fiction",3040,"0",364.8,2000247,30,84,4,339,"2017-10-31 16:12:28"
3000264,"1193703",1180,"0",106.4285,2000248,84,24,2,339,"2017-10-31 17:28:54"
3000265,"1708_2370_H2 TRA-4654",1,"1",18.8,2000249,275,84,6,339,"2017-10-31 20:03:36"
3000266,"17100500",418,"0",54.34,2000250,99,112,2,339,"2017-10-31 20:23:27"
3000275,"Katara Prize For Prophets Poet",2193,"0",219.3,2000253,30,84,4,339,"2017-11-09 11:02:58"
3000276,"1195651",1,"1",10,2000254,90,84,7,333,"2017-11-14 12:52:25"
3000277,"1195713",5529,"0",663.52,2000255,84,252,2,339,"2017-11-15 10:43:26"
3000278,"AZL112605 | Amazon AV | Pilot | hi-IN ",1602,"0",128.15,2000256,84,112,4,339,"2017-11-22 21:13:33"
3000279,"40729",189,"0",17.01,2000257,84,161,5,339,"2017-11-24 15:41:57"
3000280,"18709945-21798579",651,"0",71.61,2000258,92,84,5,339,"2017-11-25 23:16:00"
3000281,"18805019-21751200",40,"0",15,2000259,261,84,5,339,"2017-11-25 23:20:55"
3000282,"VSAT1720003HQ-O",30662,"0",3679.464,2000261,84,243,4,339,"2017-11-27 13:43:20"
3000283,"18858630-21840235",300,"0",24,2000262,90,84,5,339,"2017-11-29 12:27:02"
3000284,"O-03913-TRA-014/029",2714,"0",189.95,2000263,84,251,4,339,"2017-11-29 13:58:57"
3000285," O-04010-TRA-009",493,"0",34.52,2000264,84,251,4,339,"2017-11-29 14:07:06"
3000286,"O-04009-TRA-029",3654,"0",255.8,2000264,84,251,4,339,"2017-11-29 14:12:25"
3000287,"O-04093-TRA-011",1299,"0",90.91,2000265,84,251,4,339,"2017-11-29 14:18:20"
3000288,"O-04124-TRA-020",904,"0",63.31,2000265,84,251,4,339,"2017-11-29 14:21:30"
3000289,"O-04216-TRA-014",206,"0",14.43,2000266,84,251,4,339,"2017-11-29 14:26:25"
3000290,"O-04214-TRA-008",447,"0",31.3,2000266,84,251,4,339,"2017-11-29 14:49:23"
3000291,"O-04311-TRA-007",478,"0",33.48,2000267,84,251,4,339,"2017-11-29 14:53:39"
3000292,"O-04531-TRA-028",2420,"0",169.39,2000268,84,251,4,339,"2017-11-29 14:56:42"
3000293,"O-04612-TRA-011",45,"0",15,2000269,84,251,4,339,"2017-11-29 15:02:52"
3000294,"376.1289//ALICE NICOLAS//COR/ANG",50,"1",40,2000270,142,84,2,331,"2017-12-07 12:49:21"
3000295,"O-05652-TRA-098",146,"0",10.22,2000271,84,251,4,339,"2017-12-11 15:25:51"
3000296,"O-05596-TRA-003",630,"0",44.07,2000272,84,251,4,339,"2017-12-11 15:30:19"
3000297,"O-05414-TRA-018",396,"0",27.7,2000273,84,251,4,339,"2017-12-11 15:34:02"
3000298,"O-05305-TRA-007",980,"0",68.57,2000274,84,251,4,339,"2017-12-11 15:38:09"
3000299,"O-05184-TRA-010",380,"0",26.58,2000275,84,251,4,339,"2017-12-11 17:54:33"
3000300,"O-05226-TRA-008",1316,"0",92.14,2000276,84,251,4,339,"2017-12-11 17:57:43"
3000301," O-05013-TRA-002",69,"0",4.84,2000277,84,251,4,339,"2017-12-11 18:09:38"
3000302,"O-04884-TRA-016",372,"0",26.07,2000278,84,251,4,339,"2017-12-11 18:20:24"
3000303,"O-04903-ENG-006",4,"0",80,2000279,84,251,3,333,"2017-12-11 18:27:44"
3000304,"O-04746-TRA-017",99,"0",6.91,2000280,84,251,4,339,"2017-12-11 22:40:44"
3000305,"O-04719-TRA-019",243,"0",17.03,2000281,84,251,4,339,"2017-12-11 22:43:47"
3000306,"O-04579-TRA-013",49,"0",3.44,2000282,84,251,4,339,"2017-12-11 22:46:25"
3000307,"O-04607-TEC-016",217,"0",15.22,2000282,84,251,4,339,"2017-12-11 22:47:59"
3000308,"O-04612-TRA-011",32,"1",15,2000283,84,251,4,339,"2017-12-11 22:55:38"
3000309,"D677-ULG-2410_EN_FA_B",103,"0",5.58,2000286,84,90,2,339,"2017-12-23 18:35:06"
3000310,"D676-ULG-2410_EN_FA_A",390,"0",19.5,2000287,84,90,2,339,"2017-12-23 18:41:14"
3000311,"D817-ULG-0611_EN_FA_A",107,"0",5.35,2000288,84,90,2,339,"2017-12-23 18:45:08"
3000312,"E135-ULG-3011_EN_FA_A",198,"0",9.91,2000289,84,90,2,339,"2017-12-24 21:07:22"
