1000035,"Dar Al-Sharq","","diaelsaid@daralsharq.net","","www.al-sharq.com","80 Ahmed El-Zayyat st.","12311","Giza","",1081,1003,1007,"Good","Customer","2017-02-07 07:04:30","2022-09-21 22:03:00"
1000036,"Twiggs Translations","","","","http://www.twiggs-translations.co.uk/","Burgstraße 8","D-26655 ","Westerstede ","",1093,1001,1017,"Not Interested","Lead","2017-03-07 08:12:52","2022-09-21 22:03:00"
1000037,"tolingo GmbH","","sales@tolingo.com","","www.tolingo.com","Winterstraße 2","22765 ","Hamburg","",1093,1001,1017,"Excellent","Lead","2017-03-07 08:35:07","2022-09-21 22:03:00"
1000038,"Amesto Translations","","","","http://www.amesto.global/","57 Greek Street | First Floor , ","W1D 3DX","London","",1001,1001,1017,"Good","Customer","2017-03-07 09:17:28","2022-09-21 22:03:00"
1000039,"Teknotrans AB (M)","","mail@teknotrans.se","","www.teknotrans.se","Redegatan 1C","426 77 ","Västra Frölunda","",1198,1001,1017,"Good","Lead","2017-03-07 09:59:29","2022-09-21 22:03:00"
1000040,"Xplanation","","info-be@xplanation.com","","www.xplanation.com","Diestsevest 14","3000","Leuven","",1022,1001,1017,"Dead","Lead","2017-03-10 06:06:34","2022-09-21 22:03:00"
1000041,"ONEWORD GMBH (M)","","KONTAKT@ONEWORD.DE","","www.oneword.de","OTTO-LILIENTHAL-STRASSE 36 .","71034 ","BÖBLINGEN","",1093,1001,1017,"Good","Lead","2017-03-10 07:28:55","2022-09-21 22:03:00"
1000043,"DORA WIRTH (LANGUAGES) LTD.","","info@dwlanguages.com","","http://www.dwlanguages.com","26-28 Hammersmith Grove","W6 7BA","London","",1216,1001,1017,"Good","Prospect","2017-03-10 08:03:55","2022-09-21 22:03:00"
1000044,"Matrix Communications GmbH","","info@matrix-ag.com","","www.matrix-ag.com","Bernhard-Wicki-Str. 5","80636 ","Munich","",1093,1001,1017,"Dead","Lead","2017-03-10 09:28:04","2022-09-21 22:03:00"
1000045,"Sajan","","solutions@sajan.com","","https://www.sajan.com/contact/","625 Whitetail Blvd.","54022","WI","",1217,1000,1017,"Good","Lead","2017-03-15 13:02:47","2022-09-21 22:03:00"
1000046,"techtrans GmbH","","","","http://www.tech-trans.de/","Heidestra&szlig;e 86","D-56154 ","Boppard","",1093,1001,1017,"Good","Customer","2017-04-01 09:54:56","2022-09-21 22:03:00"
1000047,"tti-corp","","info@tti-corp.com","","www.tti-corp.com","2200 Space Park Drive","77058","Houston, TX","",1000,1000,1017,"Good","Lead","2017-04-10 11:52:24","2022-09-21 22:03:00"
1000056,"Confluent Translations","","info@confluenttranslations.com","","www.confluenttranslations.com","340 Mansfield Avenue","15220","Pittsburgh","",1000,1000,1017,"Good","Lead","2017-04-10 17:57:46","2022-09-21 22:03:00"
1000058,"JR Language Translation Services","","info@jrtranslation.com","","www.jrlanguage.com","1559B Sloat BlvdSte 458","94132","San Francisco","",1000,1000,1017,"Good","Lead","2017-04-10 18:16:31","2022-09-21 22:03:00"
1000061,"MultiLing","","request@multiling.com","","www.multiling.com","180 North University Ave6th Floor","84601 USA","Provo","",1000,1000,1017,"Dead","Customer","2017-04-11 12:12:02","2022-09-21 22:03:00"
1000064,"PTI Global","","getstarted@ptiglobal.com","","www.ptiglobal.com","4915 SW Griffith Drive"," OR 97005","Beaverton","",1000,1000,1017,"Good","Lead","2017-04-11 12:52:25","2022-09-21 22:03:00"
1000067,"Multi lingual connections","","contact@mlconnections.com","","multilingualconnections.com","28 Davis St.,","IL 6020","Evanston","",1000,1000,1017,"Good","Lead","2017-04-11 14:03:44","2022-09-21 22:03:00"
1000071,"Masrerwood","","masterword@masterword.com","","www.masterwood.com","303 Stafford Street Houston"," 77079","Texas","",1000,1000,1017,"Good","Lead","2017-04-12 11:48:16","2022-09-21 22:03:00"
1000073,"Constant Contact","","","","","SinglePlatform Office","NY 10004","New York","",1000,1000,1017,"Good","Lead","2017-04-12 12:04:01","2022-09-21 22:03:00"
1000075,"Ils translations","","info@ilstranslations.com","","www.ilstranslations.com","601 Carlson Parkway","MN 55305","Minnetonka","",1000,1000,1017,"Good","Lead","2017-04-12 12:33:07","2022-09-21 22:03:00"
1000076,"gvi world ","","info@gviworld.com","","www.gviworld.com","225 Franklin Street","MA, 02110","Boston","",1000,1000,1017,"Good","Lead","2017-04-12 13:45:37","2022-09-21 22:03:00"
1000077,"Inverson","","","","www.inversonlang.com","111 W. Pleasant Street","WI 53212","Milwaukee","",1000,1000,1017,"Good","Lead","2017-04-12 14:02:38","2022-09-21 22:03:00"
1000078,"Language works","","lw.info@languageworks.com","","www.languageworks.com","61 Broadway","NY 10006","New York","",1000,1000,1017,"Good","Lead","2017-04-12 14:11:51","2022-09-21 22:03:00"
1000079,"PALS International","","sales@palsintl.com","","www.palsintl.com","900 Wilshire Drive","USA 48084","Troy, Michigan","",1000,1000,1017,"Good","Lead","2017-04-12 14:21:14","2022-09-21 22:03:00"
1000081,"SH3","","","","www.sh3.com","
7101 College Boulevard","KS 66210","Overland park","",1000,1000,1017,"Good","Lead","2017-04-12 14:38:20","2022-09-21 22:03:00"
1000082,"Butte College","","questions@butte.edu","","www.butte.edu","3536 Butte Campus Drive ","CA,956965","Oroville","",1000,1000,1017,"Good","Lead","2017-04-12 14:49:40","2022-09-21 22:03:00"
1000083,"Media Locate","","info@medialocate.com","","www.medialocate.com","1200 Piedmont Avenue","CA 93950","Pacific Grove","",1000,1000,1017,"Good","Lead","2017-04-12 14:54:41","2022-09-21 22:03:00"
1000086,"EMBRAER","","","","www.embraer.com","","","","",1000,1000,1017,"Good","Lead","2017-04-13 09:49:09","2022-09-21 22:03:00"
1000088,"Trans Express","","admin@translatexpress.com","","www.transexpress.com","703 Pier Ave","Hermosa Beach"," CA  90254","",1000,1000,1017,"Good","Lead","2017-04-13 10:39:57","2022-09-21 22:03:00"
1000091,"Translators Cafe","","","","www.translatorscafe.com","1425 Bodmin Rd.","L5J 3T4","Mississauga","",1000,1000,1016,"Good","Lead","2017-04-13 14:12:25","2022-09-21 22:03:00"
1000092,"House of Trabsicription","","info@HouseOfTranscription.com","","www.houseoftranscription.com","1833 Gerrard","M4L 2B6 ","Tornoto","",1000,1000,1017,"Good","Lead","2017-04-13 14:16:22","2022-09-21 22:03:00"
1000093,"Language bank","","hello@alanguagebank.com","","www.alanguagebank.com/","159 West 25th Street","New York 10001","New York","",1000,1000,1017,"Good","Lead","2017-04-13 14:18:58","2022-09-21 22:03:00"
1000094,"Techni Trade","","info@technitrad.com","","www.technitrad.com","","","","",1000,1000,1017,"Good","Lead","2017-04-13 14:24:05","2022-09-21 22:03:00"
1000095,"Skivanek","","info@skrivanek.com","","www.skrivanek.com","","","","",1000,1000,1017,"Good","Lead","2017-04-13 14:42:00","2022-09-21 22:03:00"
1000096,"Idex Corp","","careers@idexcorp.com","","www.idexcorp.com","1925 West Field Court ","Illinois 60045-4824 ","Lake Forest","",1000,1000,1017,"Good","Lead","2017-04-13 15:08:32","2022-09-21 22:03:00"
1000097,"Comm Gap","","info@commgap.com","","www.commgap.com","7069 So. Highland Drive","Salt Lake City","Utah 84121","",1000,1000,1017,"Good","Lead","2017-04-13 15:17:49","2022-09-21 22:03:00"
1000098,"armstrongfluidtechnology","","","","armstrongfluidtechnology.com","23 Bertrand Avenue","M1L 2P3","canada","",1000,1000,1017,"Good","Lead","2017-04-13 15:30:55","2022-09-21 22:03:00"
1000099,"uctranslations","","info@uctranslations.com","","www.uctranslations.com","260 Madison Avenue,","NY 10016 ","New York","",1000,1000,1017,"Good","Lead","2017-04-13 15:37:05","2022-09-21 22:03:00"
1000100,"Lsaweb","","","","lsaweb.com","455 Business Center Drive","PA 19044","","",1000,1000,1017,"Good","Lead","2017-04-13 15:49:14","2022-09-21 22:03:00"
1000101,"Versa","","services@versacom.ca","","http://www.versacom.ca","","","","",1000,1000,1017,"Good","Lead","2017-04-13 15:55:22","2022-09-21 22:03:00"
1000102,"About Tranz","","info@abouttranz.com","","www.abouttranz.com","  54 West","New York 10018","New York ","",1000,1000,1017,"Good","Lead","2017-04-13 16:00:10","2022-09-21 22:03:00"
1000103,"1-800-Translate","","info@resptrans.com","+1-646-499-3181","www.responsivetranslation.com","655 Jersey Avenue","NJ 07302","Jersey City","",1000,1000,1017,"Good","Lead","2017-04-14 09:22:45","2022-09-21 22:03:00"
1000104,"1stopasia","","info@1stopasia.com","","www.1stopasia.com","3700 Wilshire Blvd","CA 90010","Los Angeles","",1000,1000,1017,"Poor","Lead","2017-04-14 10:41:43","2022-09-21 22:03:00"
1000105,"4 Translation Inc","","","","","10475 Park Meadows","CO 80124","","",1000,1000,1017,"Good","Lead","2017-04-14 11:05:51","2022-09-21 22:03:00"
1000106,"A2z Global","","jobs@a2zglobal.com","","http://www.a2zglobal.com"," 230 East Cuthbert Blvd ","NJ 08108","Haddon Township","",1000,1000,1017,"Good","Lead","2017-04-14 11:14:16","2022-09-21 22:03:00"
1000107,"AAA Worldwide Translation","","aaaworldwide@gmail.com","","aaaworldwidetranslation.com","1516 West Lake","MN 55408  ","Minneapolis","",1000,1000,1017,"Good","Lead","2017-04-14 11:41:50","2022-09-21 22:03:00"
1000109,"Ablel Pump technology","","","","http://www.abelpumps.com","","","","",1000,1000,1009,"Good","Lead","2017-04-14 15:29:39","2022-09-21 22:03:00"
1000110,"Able Translation LTD","","info@abletranslations.com","","www.abletranslations.com","5749 Coopers Avenue","L4Z 1R9","Canada","",1000,1000,1017,"Good","Lead","2017-04-14 16:30:46","2022-09-21 22:03:00"
1000111,"Academy of Language","","info@aolti.com","","www.aolti.com","216 First Avenue South","WA 98104","Seattle","",1000,1000,1017,"Good","Lead","2017-04-14 17:05:13","2022-09-21 22:03:00"
1000112,"Accelerated process system- pumps","","hr@aolpi.com","","www.acceleratedps.com/","","","","",1000,1000,1009,"Good","Lead","2017-04-14 17:35:55","2022-09-21 22:03:00"
1000115,"accurapid","","info@accurapid.com","","http://www.accurapid.com","806 Main Street","NY 12603","USA","",1000,1000,1017,"Good","Lead","2017-04-17 10:58:26","2022-09-21 22:03:00"
1000116,"accurate language solutions","","info@accuratelangsols.com","","http://www.accuratelangsols.com","1364 Ambridge Way
Ottawa"," K2C 3T5","","",1000,1000,1017,"Good","Lead","2017-04-17 11:41:54","2022-09-21 22:03:00"
1000117,"ACULIS &ndash; Provo","","","","http://www.manta.com","","","","",1000,1000,1017,"Good","Lead","2017-04-17 11:58:19","2022-09-21 22:03:00"
1000118,"acumen trans media","","","","http://www.smallbusinessdb.com","","","","",1000,1000,1017,"Good","Lead","2017-04-17 12:09:01","2022-09-21 22:03:00"
1000122,"AE Translations","","translations@aetrans.com","","http://www.translation-houston.com","810 S Texas 6","TX 77079","Texas","",1000,1000,1017,"Good","Lead","2017-04-17 12:41:47","2022-09-21 22:03:00"
1000123,"Afton pumps ","","sales@aftonpumps.com","","http://www.aftonpumps.com","","","","",1000,1000,1009,"Good","Lead","2017-04-17 12:53:50","2022-09-21 22:03:00"
1000124,"Agco","","","","http://www.agcocorp.com/","","","","",1000,1000,1017,"Good","Lead","2017-04-17 13:00:29","2022-09-21 22:03:00"
1000125,"Air technologies - Pumps &amp; Compressors","","","","aircompressors.com","1900 Jetway Blvd.","OH 43219","","",1000,1000,1009,"Good","Lead","2017-04-17 13:06:34","2022-09-21 22:03:00"
1000126,"Akorbi Language Consulting","","acassano@akorbi.com","","akorbi.com","6504 International Parkway Suite 1500 ","75093","Texas","",1000,1000,1017,"Good","Customer","2017-04-17 13:09:32","2022-09-21 22:03:00"
1000127,"Alatas &ndash; Pumps","","uk@alatas.com","","http://www.alatas.com","
22015 South Fwy","TX 77578","Texas","",1000,1000,1002,"Good","Lead","2017-04-17 13:12:54","2022-09-21 22:03:00"
1000131,"ALS Global","","info@alsglobal.com","","http://www.alsglobal.net"," 1849 Sawtelle Blvd.","CA 90025 ","Los Angeles","",1000,1000,1017,"Good","Customer","2017-04-17 13:43:26","2022-09-21 22:03:00"
1000133,"Altec Industries ","","","","http://www.altec.com","","","","",1000,1000,1009,"Good","Lead","2017-04-17 13:57:33","2022-09-21 22:03:00"
1000134,"Aly Energy Systems","","","","http://www.alyenergy.com","3 Riverway","TX 77056","Houston","",1000,1000,1009,"Good","Lead","2017-04-17 14:00:06","2022-09-21 22:03:00"
1000143,"AOLTI ","","amani@amani.com.br","","http://amani.com.br","216 First Avenue South","WA 98104","Seattle,USA","",1000,1000,1017,"Good","Lead","2017-04-21 11:37:50","2022-09-21 22:03:00"
1000145,"Arizona Language&nbsp; Center","","info@ArizonaLanguageCenter.com","","http://arizonalanguagecenter.com","7524 E. Angus","AZ 85251","","",1000,1000,1017,"Good","Lead","2017-04-21 12:32:47","2022-09-21 22:03:00"
1000146,"ASET INTERNATIONAL Service Co","","info@asetservices.com","","asetservices.com","6598 E Canton","IN 47167","United States","",1000,1000,1017,"Good","Lead","2017-04-21 12:40:20","2022-09-21 22:03:00"
1000147,"ASIS TRANSLATIONS SERVICES","","&nbsp;asis@asisonline.org","","www.asisonline.org","","","","",1000,1000,1017,"Good","Lead","2017-04-21 12:49:39","2022-09-21 22:03:00"
1000148,"ASIST Translation Services - Columbus","","info@ASISTtranslations.com","","http://www.asisttranslations.com","4891 Sawmill Road","OH  43235","Columbus","",1000,1000,1017,"Good","Lead","2017-04-21 13:15:31","2022-09-21 22:03:00"
1000149,"AtWord Business Translations","","office@atword.at","","http://www.atword.at","","","","",1000,1000,1017,"Good","Lead","2017-04-24 13:09:03","2022-09-21 22:03:00"
1000150,"Auerbach International","","globalmktg@auerbach-intl.com","","http://www.auerbach-intl.com","2137 Otis Drive","CA 94501","Alameda","",1000,1000,1017,"Excellent","Lead","2017-04-24 14:53:32","2022-09-21 22:03:00"
1000151,"Auracom International","","info@auracom.com","","www.auratrans.com","PO Box 779"," VT 05672-779","USA","",1000,1000,1017,"Good","Lead","2017-04-24 15:41:16","2022-09-21 22:03:00"
1000152,"Avantpage","","info@avantpage.com","","www.avantpage.com","1138 Villaverde Lane","CA 95618","Davis","",1000,1000,1017,"Good","Lead","2017-04-24 15:49:58","2022-09-21 22:03:00"
1000153,"Benoit Language Services Inc.","","mail@benoitinc.com","","www.benoitinc.com","33 South Street","MA 01532","Northboro","",1000,1000,1017,"Good","Lead","2017-04-25 15:28:27","2022-09-21 22:03:00"
1000154,"BLI Translations - Boston","","resources@blitranslations.com","","www.blitranslations.com","","","","",1000,1000,1017,"Good","Lead","2017-04-25 15:42:20","2022-09-21 22:03:00"
1000155,"Boston Translations","","boston@transperfect.com","","www.translations.com","3 Park Avenue","NY 10016 ","New York","",1000,1000,1017,"Good","Lead","2017-04-25 15:52:44","2022-09-21 22:03:00"
1000156,"BSN-JOBST INC.","","BSN.Orders@BSNmedical.com","","http://www.jobst-usa.com/","5825 Carnegie Blvd","NC 28209","Charlotte","",1000,1000,1017,"Good","Lead","2017-04-25 16:01:54","2022-09-21 22:03:00"
1000157,"Business Linguistics Inc.","","","","http://www.businesslinguistics.com","14 W. Peachtree Place","GA 30308","Atlanta","",1000,1000,1017,"Good","Lead","2017-04-25 16:08:49","2022-09-21 22:03:00"
1000158,"CD LANGUAGE SOLUTIONS - Houston","","info@cdlanguage.com","","cdlanguage.com","","","Texas","",1000,1000,1017,"Good","Lead","2017-04-25 16:13:42","2022-09-21 22:03:00"
1000161,"Choice Translating","","moreinfo@choicetranslating.com","","choicetranslating.com","   112 South Tryon Street,","28284","Charlotte, North Carolina","",1000,1000,1017,"Good","Lead","2017-04-25 16:23:38","2022-09-21 22:03:00"
1000163,"Communicaid Inc.","","translation@comunnicidinc.com","","www.communicaidinc.com","1550 The Alameda,"," CA 95126","San Jose","",1000,1000,1017,"Good","Lead","2017-04-25 16:34:42","2022-09-21 22:03:00"
1000164,"CSOFT","","","","www.csoftintl.com","World Financial Centre, 15F","100020","Beijing","",1065,1002,1017,"Good","Customer","2017-04-25 20:33:54","2022-09-21 22:03:00"
1000165,"Connective Language Services","","thierry@connective.com","","www.connective-ls.com","","","Voorhees, New Jersey","",1000,1000,1017,"Good","Lead","2017-04-26 14:30:46","2022-09-21 22:03:00"
1000166,"Consortra Translations","","","","http://consortra.com","100 Park Avenue"," NY 10017","New York","",1000,1000,1017,"Good","Lead","2017-04-26 14:34:26","2022-09-21 22:03:00"
1000167,"Continental Languages","","info@continental-languages.com","","www.continental-languages.com","","","","",1000,1000,1017,"Good","Lead","2017-04-26 14:37:25","2022-09-21 22:03:00"
1000168,"Conversa Translation Services ","","stephannia@conversatrans.com","","www.conversa.ca","817 Main Street"," Ohio 45202","Cincinnat","",1000,1000,1017,"Good","Lead","2017-04-26 14:42:33","2022-09-21 22:03:00"
1000169,"Core Legal Translations","","sales@corptransinc.com","","http://www.corptransinc.com","3525 Del Mar Heights Road","CA 92130","San Diego","",1000,1000,1017,"Good","Lead","2017-04-26 14:49:05","2022-09-21 22:03:00"
1000172,"Crestec-California","","sales_translation@ctslanguagelink.com","","http://www.crestecusa.com","2410 Mira Mar Avenue","90815","California","",1000,1000,1017,"Good","Lead","2017-04-26 15:26:29","2022-09-21 22:03:00"
1000173,"Crimsonlanguage - Brighton","","info@translations.com","","http://www.translations.com/","167 Corey Rd","MA 02135","Washington","",1000,1000,1017,"Good","Lead","2017-04-26 15:31:04","2022-09-21 22:03:00"
1000174,"CTS LanguageLink","","sales@ctslanguagelink.com","","http://www.ctslanguagelink.com","701 NE 136th","98684","Washington ","",1000,1000,1017,"Good","Lead","2017-05-01 16:37:00","2022-09-21 22:03:00"
1000175,"Enea Multilingual Solutions LLC","","","","eneamls.com","40 Fulton St","NY 10038","New York","",1000,1000,1017,"Good","Lead","2017-05-02 12:24:28","2022-09-21 22:03:00"
1000176,"Enlaso - Boulder","","","","www.enlaso.com","9543 W. Emerald St.","ID 83704","Boise","",1000,1000,1017,"Good","Lead","2017-05-02 12:38:40","2022-09-21 22:03:00"
1000178,"Etcetera Language Group- DC","","","","etcetera-translations.com","","DC 20018","Washington ","",1000,1000,1017,"Good","Lead","2017-05-02 13:10:30","2022-09-21 22:03:00"
1000181,"Exact Communication","","","","www.exactcommunication.com","315 Ridge Road","PA 17003","Pennsylvania","",1000,1000,1017,"Good","Lead","2017-05-02 13:42:44","2022-09-21 22:03:00"
1000182,"Excel Translations ","","","","exceltranslations.com","220 Montgomery Street","CA 94104","San Francisco","",1000,1000,1017,"Good","Lead","2017-05-02 13:50:42","2022-09-21 22:03:00"
1000183,"EXPERT TRANSLATORS","","info@experttranslators.com","","www.experttranslators.com","6619 South Dixie Highway","FL 33143","","",1000,1000,1017,"Good","Lead","2017-05-02 13:54:55","2022-09-21 22:03:00"
1000186,"ForeignTranslation","","","","http://ft98.us","","","","",1000,1000,1017,"Good","Lead","2017-05-03 13:23:48","2022-09-21 22:03:00"
1000187,"G2Local","","info@g2local.com","","www.g2local.com","1776 Mentor Ave","Ohio 45212-3596","Cincinnati","",1000,1000,1017,"Good","Lead","2017-05-03 15:13:08","2022-09-21 22:03:00"
1000188,"G3 Translate - New York","","info@g3translate.com","","g3translate.com","116 East 27th Street","NY 10016","New York","",1000,1000,1017,"Good","Lead","2017-05-03 15:27:09","2022-09-21 22:03:00"
1000189,"GAT International","","info@gatintl.com","","www.gatintl.com","1100 avenue des Canadiens-de-Montr&eacute;a","QC H3B 2S2","Montreal,  Canada","",1000,1000,1017,"Good","Lead","2017-05-03 16:34:29","2022-09-21 22:03:00"
1000190,"G-E-G Translations - Vernon","","&nbsp;gegtrans@shaw.ca","","www.gegtranslations.com","4523 Briggs","V1B 3J4","Canada","",1000,1000,1017,"Good","Lead","2017-05-03 16:43:47","2022-09-21 22:03:00"
1000191,"Genevaworldwide","","translation@genevaworldwide.com","","www.genevaworldwide.com","256 West 38th Street","NY 10018","New York","",1000,1000,1017,"Good","Lead","2017-05-03 16:49:01","2022-09-21 22:03:00"
1000193,"Global Language Solutions","","","","www.gls-corp.com","1155 Herndon Parkway","VA 20170","Herndon","",1000,1000,1017,"Good","Lead","2017-05-05 10:26:59","2022-09-21 22:03:00"
1000194,"GlobalDoc","","","","www.globaldoc.com","1800 Peachtree St"," 30309","Atlanta, Georgia","",1000,1000,1017,"Good","Lead","2017-05-05 12:07:42","2022-09-21 22:03:00"
1000195,"Comtec Translations (M)","","info@comtectranslations.com","","www.comtectranslations.co.uk","1st Floor, Holborn Gate,","WC1V 7QT","London","",1001,1001,1017,"Good","Lead","2017-05-22 06:37:05","2022-09-21 22:03:00"
1000196,"Welocalize","","","","www.welocalize.com","241 East 4th St. Suite 207","21701","","",1000,1000,1017,"Good","Customer","2017-05-27 10:55:41","2022-09-21 22:03:00"
1000197,"Jonckers","","","","www.jonckers.com","194th Street SW","4100 ","WA","",1000,1000,1017,"Good","Customer","2017-05-27 11:29:28","2022-09-21 22:03:00"
1000198,"International Contact, Inc.","","info@intlcontact.com","","www.intlcontact.com","2820 Adeline St.","94703","Berkeley, CA ","",1217,1000,1017,"Good","Customer","2017-06-30 19:13:48","2022-09-21 22:03:00"
1000199,"Tech Trans International","","rbanton@tti-corp.com","","www.tti-corp.com","2200 Space Park Drive","TX 77058","Houston,Texas","",1000,1000,1017,"Good","Lead","2017-07-12 16:31:44","2022-09-21 22:03:00"
1000200," Cetra Language solutions","","dominika.weston@cetra.com","","www.cetra.com","7804 Montgomery Avenue","PA 19027","Montgomery Avenue","",1000,1000,1017,"Good","Lead","2017-07-12 16:39:53","2022-09-21 22:03:00"
1000201,"CQ Flluency ","","anthony.ditaranto@cqfluency.com","","www.cqfluency.com","2 University Plaza","  NJ 07601","Hackensack,","",1000,1000,1017,"Good","Lead","2017-07-12 17:00:36","2022-09-21 22:03:00"
1000203,"Transperfect_USA_New York","","jarevalo@transperfect.com","","www.transperfect.com","3 Park Avenue,","NY 10016 ","New York ","",1000,1000,1017,"Good","Lead","2017-07-12 17:14:01","2022-09-21 22:03:00"
1000205,"Cesco Linguistic Services","","sitc@cescols.com","","cescols.com","","","","",1000,1000,1017,"Good","Lead","2017-07-12 17:30:16","2022-09-21 22:03:00"
1000208,"TRADUCTA Switzerland","","info@traducta.ch","","www.traducta.ch","Av. C.-F. Ramuz 60","","CHE-287.795.153 TVA","",1199,1001,1017,"Good","Customer","2017-07-13 10:48:54","2022-09-21 22:03:00"
1000209,"JR Translation Services","","info@jrlanguage.com","","www.jrlanguage.com","2112 Empire Blvd. "," NY 14580","New York ","",1000,1000,1017,"Good","Lead","2017-07-13 12:13:58","2022-09-21 22:03:00"
1000211,"Wintranslation","","web@wintranslation.com","","www.wintranslation.com","2197 Riverside Dr","ON K1H 7X3","Ottawa","",1000,1000,1017,"Good","Lead","2017-07-13 12:40:40","2022-09-21 22:03:00"
1000213,"ABBYY Language Services","","info.usa@abbyy-ls.com","","abbyy-ls.com","880 North McCarthy","CA, 95035","California","",1000,1000,1017,"Not Interested","Lead","2017-07-13 12:51:11","2022-09-21 22:03:00"
1000216,"Morningside Translations ","","ny@morningtrans.com","","www.morningtrans.com","450 Seventh Ave","NY 10123","New York ","",1000,1000,1017,"Good","Customer","2017-07-13 14:20:14","2022-09-21 22:03:00"
1000217,"Alpha Omega Translations","","info@alphaomegatranslations.com","","alphaomegatranslations.com","7674 Audubon","VA, 22306","7674 Audubon Meadow Way • Alexandria, VA 22306 ","",1000,1000,1017,"Good","Lead","2017-07-13 14:29:59","2022-09-21 22:03:00"
1000219,"TheGeoGroup - Madison","","maryt@geogroup.com","","www.thegeogroup.com","6 Odana Ct","WI 53719","","",1000,1000,1017,"Good","Lead","2017-07-13 14:43:03","2022-09-21 22:03:00"
1000221,"multilingualconnections.","","contact@mlconnections.com","","multilingualconnections.com","828 Davis St","IL 60201","Evanston","",1000,1000,1017,"Good","Lead","2017-07-13 15:07:34","2022-09-21 22:03:00"
1000222,"Language Connections","","service@languageconnections.com","","www.languageconnections.com","2001 Beacon Street","MA 02135","Boston","",1000,1000,1017,"Good","Lead","2017-07-13 15:11:49","2022-09-21 22:03:00"
1000223,"Adams Gloablization ","","info@adamsglobalization.com","","www.adamsglobalization.com","Building 3 Ste","Texas 78759","Texas ","",1000,1000,1017,"Good","Lead","2017-07-13 15:17:59","2022-09-21 22:03:00"
1000225,"INGCO International ","","abby@ingcointernational.com","612-605-2766","ingcointernational.com","7300 Thomas Avenue South, ","Minnesota 55423","","",1000,1000,1017,"Good","Customer","2017-07-14 14:09:09","2022-09-21 22:03:00"
1000226,"Master Word ","","masterword@masterword.com","","masterword.com","303 Stafford Street Houston","Texas 77079","Texas","",1000,1000,1017,"Good","Lead","2017-07-14 14:15:07","2022-09-21 22:03:00"
1000227,"Able-innovation","","sales@ableinnovations.com","","ableinnovations.com","NA","","","",1000,1000,1017,"Good","Lead","2017-07-14 14:25:23","2022-09-21 22:03:00"
