2000070,"D890.101//ANA SAMPAIO//ALL/AR","2017-03-11","2017-03-11","D89 0/101",8000039,"2017-03-11 05:07:19"
2000071,"356.4646//MORGANE JOUANNIC//AR/ANG","2017-03-11","2017-03-11","35 6/4646",8000039,"2017-03-11 05:11:49"
2000072,"A103.1750//ANA SAMPAIO//AR/ANG","2017-03-11","2017-03-11","A10 3/1750",8000039,"2017-03-11 05:22:04"
2000073,"D700.2240//ANA SAMPAIO//ALL/AR","2017-03-11","2017-03-11","D70 0/2240",8000039,"2017-03-11 05:24:46"
2000074,"171-C2366A-PFAP","2017-03-25","2017-03-25","1BT75121",8000032,"2017-03-25 09:40:26"
2000075,"B117-AVM-3103_EN_PL_A","2017-03-25","2017-03-25","B11717238A",8000043,"2017-03-25 10:10:59"
2000076,"B413-JNS-2004_EN_FA_A","2017-03-25","2017-03-25","B41317238A",8000043,"2017-03-25 10:14:38"
2000077,"B621-LDL-0605_EN_KRDK_A","2017-03-25","2017-03-25","B62117238A",8000043,"2017-03-25 10:20:58"
2000078,"B857-NCITR-2605_EN_FA_A","2017-03-25","2017-03-25","B85717238A",8000043,"2017-03-25 10:25:05"
2000079,"D894-CMMT-0211_EN_FA_A","2017-03-25","2017-03-25","D89417238A",8000043,"2017-03-25 10:27:56"
2000080,"E299-MUHS-0212_EN_FA_B","2017-03-25","2017-03-25","E29917238B",8000043,"2017-03-25 10:37:11"
2000081,"E299-MUHS-0212_EN_FA_C","2017-03-25","2017-03-25","E29917238C",8000043,"2017-03-25 10:41:44"
2000082,"171-C2685A-PFAP","2017-04-11","2017-04-11","1BT82541",8000032,"2017-04-11 08:53:26"
2000083,"171-C2483A-PFAP","2017-04-11","2017-04-11","1BT93041",8000032,"2017-04-11 08:56:03"
2000084,"171-C3645A-PFAP","2017-04-11","2017-04-11","1BT98591",8000032,"2017-04-11 09:14:46"
2000085,"171-D1423A-PFAP","2017-04-11","2017-04-11","1BU08211",8000032,"2017-04-11 12:04:31"
2000086,"171-D1638A-PFAP","2017-04-15","2017-04-15","1BU13201",8000032,"2017-04-14 18:27:04"
2000087,"//D100.1572//ANA SAMPAIO//ALL/AR","2017-04-15","2017-04-15","D10 0/1572",8000039,"2017-04-14 18:37:51"
2000088,"//D900.1020//ANA SAMPAIO//ALL/AR","2017-04-15","2017-04-15","D90 0/1020",8000039,"2017-04-14 18:41:34"
2000089,"//356.4746//ALICE NICOLAS//AR/ANG","2017-04-15","2017-04-15","35 6/4746",8000039,"2017-04-14 18:45:03"
2000090,"D480.293//ANA SAMPAIO//ALL/AR","2017-04-15","2017-04-15","D48 0/293",8000039,"2017-04-14 18:49:55"
2000091,"D900.1031//ANA SAMPAIO//ALL/AR","2017-04-15","2017-04-15","D90 0/1031",8000039,"2017-04-14 18:53:04"
2000092,"//D280.571//ANA SAMPAIO//ALL/AR","2017-04-15","2017-04-15","D28 0/571",8000039,"2017-04-14 18:57:38"
2000093,"//376.1065//ALICE NICOLAS//COR/ANG","2017-04-15","2017-04-15","37 6/1065",8000039,"2017-04-14 19:00:10"
2000094,"//FDK6.269//JOÃƒO MOREIRA//AR/ANG","2017-04-15","2017-04-15","FDK 6/269",8000039,"2017-04-14 19:04:39"
2000095,"//376.1067//MORGANE JOUANNIC//COR/ANG","2017-04-15","2017-04-15","37 6/1067",8000039,"2017-04-14 20:17:15"
2000096,"//P403.422//FLÃVIA SILVA//AR/ANG","2017-04-15","2017-04-15","P40 3/422",8000039,"2017-04-14 20:20:44"
2000097,"B222-ULG-1304_EN_FA_A","2017-04-13","2017-04-13","B22217238A",8000043,"2017-04-16 07:00:37"
2000098,"overleiden bewijs","2017-04-05","2017-04-05","",8000044,"2017-04-16 10:54:27"
2000099,"Wife's Work Letter","2017-03-07","2017-03-08","16669632-18919330",8000044,"2017-04-16 15:35:25"
2000100,"5033703","2017-02-17","2017-02-17","",8000044,"2017-04-16 15:40:21"
2000101,"dossier_accot","2017-02-06","2017-02-06","15006026-18555005",8000044,"2017-04-16 15:44:28"
2000102,"KÃ¤Ã¤nnÃ¶styÃ¶1","2017-01-31","2017-02-01","16340200-18524937",8000044,"2017-04-16 15:48:32"
2000103,"Tur1","2017-01-02","2017-01-02","16105615-18244109",8000044,"2017-04-16 15:55:34"
2000104,"HTS-Pashto-Live-GFIG-29500336-G3","2016-12-22","2016-12-23","16062801-18187855",8000044,"2017-04-16 16:06:09"
2000105,"Employment services","2016-09-27","2016-09-27","15368461-17336142",8000044,"2017-04-16 16:08:59"
2000106,"Demande_de_devis_Traduction_asserment_e_Gujarati_vers_Fran_ais","2016-08-19","2016-08-23","14963296-16997168",8000044,"2017-04-16 16:13:49"
2000107,"Elevay - Kurdish - Nawroz","2016-08-08","2016-08-08","14983100-16905107",8000044,"2017-04-16 16:20:50"
2000108,"Divorce and death certificate","2016-08-01","2016-08-01","14935880-16852632",8000044,"2017-04-16 16:25:10"
2000109,"Ãœbersetzung","2016-07-13","2016-07-14","14843294-16705686",8000044,"2017-04-16 16:29:36"
2000110,"request_for_Bahasa-English_translation","2016-07-12","2016-07-13","14790902-16694076",8000044,"2017-04-16 16:34:23"
2000111,"Translation","2016-07-12","2016-07-12","14831577-16691056",8000044,"2017-04-16 16:39:28"
2000112,"Birth_Certificate","2016-07-11","2016-07-12","14821387-16683663",8000044,"2017-04-16 16:45:03"
2000113,"Elevay - Kurdish","2016-07-11","2016-07-12","14810908-16678785",8000044,"2017-04-16 16:48:56"
2000114,"Traduction","2016-06-24","2016-06-27","14715362-16555432",8000044,"2017-04-16 16:52:33"
2000115,"TRANSLATION_AB07002_SAE_DOCUMENTATION_ROM_ENG_LINE1282","2016-06-15","2016-06-16","14620947-16483328",8000044,"2017-04-16 16:55:12"
2000116,"Korean_into_English_516069045","2016-06-13","2016-06-14","14611815-16459534",8000044,"2017-04-16 16:58:31"
2000117,"TRANSLATION_AB7002_SAE_DOCUMENTATION_LINE1287","2016-06-13","2016-06-13","14633502-16457216",8000044,"2017-04-16 17:00:53"
2000118,"Trafo 6-60W & KSQ","2016-05-02","2016-05-03","14376509-16088322",8000044,"2017-04-16 17:05:22"
2000119,"Prof. Largiader","2016-04-29","2016-05-02","14365108-16070916",8000044,"2017-04-16 17:08:22"
2000120,"Letter Teklom","2016-04-29","2016-05-02","14370576-16072773",8000044,"2017-04-16 17:16:59"
2000121,"TRANSLATION_6-15_MASITINIB_COLON_CLINICAL_TRIAL_FOR_COLIN_MANSFIELD","2016-04-15","2016-04-20","14261408-15962789",8000044,"2017-04-16 17:22:30"
2000122,"AB07002_SAE_15467_LINE1240","2016-03-15","2016-03-16","14093575-15721038",8000044,"2017-04-16 17:25:12"
2000123,"S-AVANT ICF Korea Dr Park","2016-03-10","2016-03-11","14002766-15687627",8000044,"2017-04-16 17:27:49"
2000124,"GL160222","2016-02-24","2016-02-25","13969813-15574091",8000044,"2017-04-16 17:36:35"
2000125,"Online contract into ENG","2016-02-19","2016-02-22","13948117-15537657",8000044,"2017-04-16 17:39:48"
2000126,"Fragen von T","2016-02-15","2016-02-15","13905397-15493968",8000044,"2017-04-16 17:44:53"
2000127,"GER-ENG","2016-01-29","2016-02-02","13817068-15375836",8000044,"2017-04-16 17:48:36"
2000128,"LUCID EOS D-EN","2016-02-01","2016-02-01","13749240-15386280",8000044,"2017-04-16 17:51:17"
2000129,"17030225","2017-03-28","2017-03-31","17030225",8000045,"2017-04-25 06:15:44"
2000131,"B054-ULG-3103_EN_FA_A","2017-03-31","2017-04-03","B05417238A",8000043,"2017-04-25 18:33:21"
2000132,"HuaWei_C17009703065_TO201703000316_EMUI5.1_CloudPortal_UI_21L_tr-tr","2017-03-15","2017-03-15","20170314",8000046,"2017-04-25 20:36:04"
2000133,"nft doctor","2017-04-27","2017-04-28","17114178-19484172",8000044,"2017-04-27 13:27:57"
2000135,"171-D1737A-PFAP","2017-04-28","2017-04-28","1BU17841",8000032,"2017-04-28 09:52:21"
2000136,"171-C3261A-PFAP","2017-04-28","2017-04-28","1BU25971",8000032,"2017-04-28 09:56:03"
2000137,"171-C3283A-PFAP","2017-04-28","2017-04-28","1BU30621",8000032,"2017-04-28 09:58:19"
2000138,"171-D2757A-PFAP","2017-04-28","2017-04-28","1BU30801",8000032,"2017-04-28 10:04:41"
2000139,"171-D2569A-PFAP","2017-04-28","2017-04-28","1BU31081",8000032,"2017-04-28 10:09:38"
2000140,"171-C3253A-PFAP","2017-04-28","2017-04-28","1BU31001",8000032,"2017-04-28 10:21:24"
2000141,"171-D2363A-PFAP","2017-04-28","2017-04-28","1BU33471",8000032,"2017-04-28 10:38:41"
2000142,"171-C1858A-PFAP","2017-03-13","2017-03-15","",8000032,"2017-04-30 11:58:23"
2000143,"171-C3265A-PFAP","2017-04-12","2017-05-10","1BU44371 ",8000032,"2017-05-01 06:12:27"
2000144,"E283.3281//FL&Aacute;VIA SILVA//ESP/AR ","2017-05-02","2017-05-04","E28 3/3281",8000039,"2017-05-03 14:33:30"
2000145,"URGENTE//E290.536//LUCREZIA CALABRESE//ESP/AR","2017-05-05","2017-05-08","E29 0/536",8000039,"2017-05-07 18:22:03"
2000146,"4 Novels Translation","2017-04-14","2017-07-05","NA",8000035,"2017-05-08 03:20:51"
2000147,"17040528","2017-05-08","2017-05-10","17040528",8000045,"2017-05-08 16:26:35"
2000148,"171-C3266A-PFAP","2017-05-18","2017-05-18","1BU61131",8000032,"2017-05-18 09:19:33"
2000149,"GDP Amanat","2017-05-12","2017-05-12","17244659-19653723",8000044,"2017-05-18 09:41:06"
2000150,"CAR1720009HQ TEP","2017-05-08","2017-05-22","106578",8000047,"2017-05-24 12:32:32"
2000151,"CAR1720009HQ Language Quality","2017-05-23","2017-05-25","107507",8000047,"2017-05-24 12:53:22"
2000152,"B0920L01CQ01","2017-05-24","2017-05-26","",8000048,"2017-05-27 11:05:11"
2000153,"Swedish samples","2017-05-22","2017-05-23","",8000049,"2017-05-27 11:41:32"
2000154,"E000.891//FLÃVIA SILVA//ESP/AR    ","2017-05-28","2017-05-28","E00 0/891",8000039,"2017-05-27 20:36:51"
2000155,"P105.6476//FLÃVIA SILVA//TURC/ANG","2017-05-28","2017-05-28","P10 5/6476",8000039,"2017-05-27 21:00:31"
2000156,"D455.116//ANA SAMPAIO//AR/ANG","2017-05-28","2017-05-28","D45 5/116",8000039,"2017-05-27 21:18:54"
2000157,"P105.6475//FLÃVIA SILVA//TRANSCRIPTION IN TURKISH","2017-05-28","2017-05-28","P10 5/6475",8000039,"2017-05-27 21:33:47"
2000158,"VAL1720005HQ Language Quality ","2017-05-02","2017-05-29","108204",8000047,"2017-06-05 08:06:02"
2000159,"VAL1720007HQ","2017-06-16","2017-07-05","113296",8000050,"2017-06-28 20:23:07"
2000160,"NSTG1720223DE","2017-06-22","2017-07-11","113304",8000051,"2017-06-28 20:34:52"
2000161,"O-03024-TRA-027-PET_2_Works","2017-03-06","2017-03-07","",8000052,"2017-06-30 19:23:56"
2000162,"Tests","2017-04-18","2017-04-18","",8000053,"2017-06-30 20:29:11"
2000163,"E283.3312//FL&Aacute;VIA SILVA//ESP/AR ","2017-06-06","2017-06-06","",8000039,"2017-07-10 00:02:05"
2000165,"D243.31//MARTINA DA SILVA//ALL/AR","2017-06-29","2017-07-03","",8000039,"2017-07-10 00:50:13"
2000166,"P100.10943//FL&Aacute;VIA SILVA//ESP/AR","2017-06-30","2017-07-03","",8000039,"2017-07-10 06:36:40"
2000167,"P103.5159//FL&Aacute;VIA SILVA//THAI/ANG","2017-07-06","2017-07-06","",8000039,"2017-07-10 06:58:20"
2000168,"171-F2073A-PFAP","2017-06-14","2017-06-16","1BV16761",8000032,"2017-07-10 07:12:19"
2000169,"171-F1814A-PFAP","2017-06-14","2017-06-16","1BV19021",8000032,"2017-07-10 07:16:02"
2000170,"171-C3255A-PFAP","2017-07-03","2017-07-10","1BV21121",8000032,"2017-07-10 07:19:55"
2000171,"171-C3250A-PFAP","2017-07-11","2017-07-11","1BV30101",8000032,"2017-07-11 17:25:37"
2000173,"//316.6209//MORGANE JOUANNIC//AR/ANG","2017-07-10","2017-07-12","31 6/6209",8000039,"2017-07-12 09:52:54"
2000174,"CH103.977//MARTINA DA SILVA//ANG/ANG","2017-07-13","2017-07-13","CH10 3/977",8000054,"2017-07-13 10:56:53"
2000175,"CH803.3685//DANIEL IBANEZ//AR/ANG","2017-05-16","2017-05-17","CH80 3/3685",8000054,"2017-07-13 13:06:12"
2000176,"CH120.5346//DANIEL IBANEZ//AR/ANG","2017-05-17","2017-05-17","CH12 0/5346",8000054,"2017-07-13 13:15:01"
2000177,"Property Brochure","2017-07-14","2017-07-14","17840729-20422988",8000044,"2017-07-14 07:41:52"
2000178,"B509-YMGT-0805_EN_FA_A","2017-05-08","2017-05-12","B50917238A",8000043,"2017-07-25 05:31:09"
2000179,"C339-ULG-1007_EN_FA_A","2017-07-10","2017-07-13","C33917238A",8000043,"2017-07-25 05:58:24"
2000180,"B136-17238-A","2017-04-05","2017-04-06","B13617238A",8000043,"2017-07-25 09:52:49"
2000181,"LTON1720010TW","2017-06-06","2017-06-07","109788",8000055,"2017-07-26 11:32:35"
2000182,"072617-01-CF","2017-07-21","2017-07-24","072617-01-CF",8000056,"2017-07-31 07:50:45"
2000183,"17060139-Cybex ","2017-07-31","2017-08-04","17060139-Cybex",8000057,"2017-07-31 09:10:49"
2000184,"072817-01-CF","2017-07-25","2017-07-28","072817-01-CF",8000056,"2017-08-01 06:21:27"
2000186,"40042","2017-08-04","2017-08-09","320662 ",8000060,"2017-08-09 09:35:10"
2000187,"376.1173//ALICE NICOLAS//COR/ANG","2017-07-17","2017-07-20","",8000039,"2017-08-29 00:18:03"
2000188,"E465.578//FL&Aacute;VIA SILVA//ESP/AR","2017-07-19","2017-07-20","",8000039,"2017-08-29 01:00:09"
2000189,"GB0.1354//FL&Aacute;VIA SILVA//ANG/AR      ","2017-08-11","2017-08-14","",8000039,"2017-08-29 01:19:03"
2000190,"171-G2058A-PFAP","2017-07-21","2017-08-30","1BV75491",8000032,"2017-08-30 16:23:03"
2000191,"P103.5313//FL&Aacute;VIA SILVA//AR/ANG   ","2017-08-18","2017-08-21","",8000039,"2017-08-30 16:35:03"
2000192,"P480.813//FL&Aacute;VIA SILVA//ARABIC / ENGLISH","2017-08-25","2017-08-29","",8000039,"2017-08-31 14:50:31"
2000193,"//756.34754//LUCREZIA CALABRESE//AR/ANG","2017-08-14","2017-08-30","756.34754",8000039,"2017-09-02 13:06:47"
2000194,"HTS-8b012a9e99f1ef777985bb954a538cbd49b4cd7b","2017-08-22","2017-08-22","18111230-20815624",8000044,"2017-09-03 22:15:24"
2000195,"SON280817","2017-08-29","2017-08-31","18175146-20912665",8000044,"2017-09-03 22:24:06"
2000196,"Lebanon","2017-08-31","2017-08-31","18186738-20916490",8000044,"2017-09-03 22:31:48"
2000197,"Bulk-Request_-_kompany","2017-08-31","2017-09-01","18013552-20923430",8000044,"2017-09-03 22:34:15"
2000198,"C-3617","2017-09-01","2017-09-04","18200807-20934908",8000044,"2017-09-03 22:39:44"
2000199,"C-3428","2017-06-08","2017-06-08","17510359-19956503",8000044,"2017-09-03 22:46:24"
2000200,"17443607-19896732","2017-06-02","2017-06-02","17443607-19896732",8000044,"2017-09-03 23:10:24"
2000201,"D040-ULG-0509_EN_FA_A","2017-09-05","2017-09-06","D04017238A",8000043,"2017-09-06 16:08:06"
2000202,"PPGSUBP14660","2017-08-02","2017-08-03","O-03903-REV-032-DOR_7 - PPGSUBP14660 Video Production &ldquo;Industries &amp; Families&rdquo; _30",8000061,"2017-09-07 12:50:07"
2000203,"request_for_quote_-_set_5","2017-09-01","2017-09-06","18190387-20924258",8000044,"2017-09-12 18:04:32"
2000204,"10120375246","2017-09-11","2017-09-12","18256733-21022945",8000044,"2017-09-12 18:36:20"
2000205,"marius serbenta diploma","2017-09-12","2017-09-12","18267616-21034359",8000044,"2017-09-12 18:56:18"
2000206,"C-3624","2017-09-04","2017-09-07","18216809-20967381",8000044,"2017-09-12 19:10:04"
2000207,"D100.1702//MARTINA DA SILVA//ALL/AR","2017-09-12","2017-09-13","D100.1702",8000039,"2017-09-19 12:01:59"
2000209,"696.12653//MORGANE JOUANNIC//ANG/AR","2017-09-20","2017-09-26","69 6/12653",8000039,"2017-09-21 13:34:16"
2000210,"1191633","2017-09-22","2017-09-22","8325926",8000063,"2017-09-22 20:26:36"
2000211,"092717-01-JG","2017-09-22","2017-09-26","092817-01-JG",8000064,"2017-09-22 20:50:23"
2000212,"171-G3994A-PFAP (P221-400)","2017-09-11","2017-09-12","1BW57921",8000032,"2017-09-22 21:18:11"
2000213,"171-G3994A-PFAP (P401-630)","2017-09-11","2017-09-12","1BW57931",8000032,"2017-09-22 21:21:54"
2000214,"D278-ULG-2209_EN_FA_A","2017-09-22","2017-09-25","D27817238A",8000043,"2017-09-22 21:25:48"
2000215,"171-G3994A-PFAP (P631-830)","2017-09-11","2017-09-12","1BW57941",8000032,"2017-09-22 21:28:39"
2000216,"171-J1683A-PFAP","2017-09-11","2017-09-12","1BW70111",8000032,"2017-09-22 21:32:07"
2000217,"171-J2348A-PFAP","2017-09-11","2017-09-12","1BW71901",8000032,"2017-09-22 21:34:10"
2000218,"D244-ULG-2109_EN_FA_A","2017-09-21","2017-09-21","D24417238A",8000043,"2017-09-22 21:35:13"
2000219,"171-G3994A-PFAP (P188-220)","2017-09-11","2017-09-12","1BW74221",8000032,"2017-09-22 21:37:36"
2000220,"Lithuanian_to_English","2017-09-12","2017-09-12","18223296-21031074",8000044,"2017-09-23 02:31:48"
2000221,"WEBSITE-AM-QUOTE","2017-09-18","2017-09-18","18304411-21093912",8000044,"2017-09-23 02:50:48"
2000222,"LSPO04304","2017-09-19","2017-09-19","18323476-21108684",8000044,"2017-09-23 03:04:29"
2000223,"Undergrad Cert","2017-09-20","2017-09-20","18334999-21123784",8000044,"2017-09-23 03:07:38"
2000225,"Bengali to English Transcription","2017-08-29","2017-09-06","Q0817-3725 /#4/1",8000066,"2017-09-23 13:25:44"
2000226,"Omni_Testing","2017-09-25","2017-09-25","",8000067,"2017-09-25 15:25:11"
2000227,"WEBSITE AM QUOTE","2017-09-26","2017-09-26","18380160-21182163",8000044,"2017-09-27 11:48:38"
2000228,"D220-ULG-1909_EN_FA_A","2017-09-19","2017-09-20","D22017238A",8000043,"2017-09-27 14:48:18"
2000229,"D289-ULG-2509_EN_FA_A","2017-09-25","2017-09-25","D28917238A",8000043,"2017-09-27 15:00:58"
2000230,"Vert EN&gt;10 talen_22-9-2017 - PO 311 064","2017-09-26","2017-09-29","",8000041,"2017-09-27 15:32:09"
2000231,"40731","2017-09-28","2017-09-29","330439",8000060,"2017-09-28 16:13:36"
2000232,"136.16405//MORGANE JOUANNIC//FR/AR","2017-09-25","2017-09-27","13 6.16405",8000039,"2017-10-03 13:43:36"
2000233,"376.1235//MORGANE JOUANNIC//TRADUCTION COREEN/ANGLAIS","2017-09-29","2017-10-03","37 6.1235",8000039,"2017-10-03 13:57:46"
2000234,"2988-2017/17/2","2017-10-03","2017-10-04","2988-2017/17/2",8000068,"2017-10-04 12:32:21"
2000235,"40147","2017-08-15","2017-08-16","321727",8000060,"2017-10-04 15:28:52"
2000236,"40289","2017-09-04","2017-09-05","325398	",8000060,"2017-10-04 15:30:46"
2000237,"40761","2017-09-28","2017-09-29","330440",8000060,"2017-10-04 15:33:41"
2000238,"Santelo Oy","2017-10-09","2017-10-09","18475775-21313277",8000044,"2017-10-13 23:10:10"
2000239,"Certified_translation","2017-09-28","2017-09-28","18403386-21212548",8000044,"2017-10-13 23:29:29"
2000240,"P103.5439//FL&Aacute;VIA SILVA//TRANSLATION ARABIC/ENGLISH","2017-10-09","2017-10-09","P10 3/5439",8000039,"2017-10-16 12:17:28"
2000241,"E000.924//FL&Aacute;VIA SILVA//ESP/AR","2017-10-10","2017-10-10","E00 0/924",8000039,"2017-10-16 12:25:40"
2000242,"Translation Services Kazakh into English","2017-03-23","2017-03-24","CS 9239766",8000063,"2017-10-16 15:33:39"
2000243,"VSAT1720003HQ-O / VS-1854","2017-10-10","2017-10-13","127779",8000050,"2017-10-23 14:36:44"
2000244,"VSAT1720003HQ-O / VS-1854 P2","2017-10-10","2017-10-30","128988",8000050,"2017-10-23 14:42:23"
2000245,"PX1740009HQ-O","2017-10-16","2017-10-24","129132",8000050,"2017-10-24 00:39:02"
2000246,"Wikipedia Arabic Khalid Al Sayed V3","2017-09-12","2017-09-19","NA",8000069,"2017-10-31 15:49:13"
2000247,"Katara Prize for Arabic Fiction","2017-10-20","2017-10-29","NA",8000069,"2017-10-31 16:09:22"
2000248,"1193703","2017-10-20","2017-10-30","1193703",8000063,"2017-10-31 17:24:33"
2000249,"1708_2370_H2 TRA-4654","2017-10-31","2017-10-31","P0917-4018 -3792 /1/1",8000070,"2017-10-31 19:58:37"
2000250,"17100500","2017-10-26","2017-10-31","17100500",8000045,"2017-10-31 20:21:58"
2000253,"Katara Prize For Prophet Poet","2017-11-07","2017-11-09","NA",8000069,"2017-11-09 11:00:32"
2000254,"1195651","2017-11-14","2017-11-14","1195651",8000063,"2017-11-14 12:49:31"
2000255,"1195713","2017-11-14","2017-11-17","1195713",8000063,"2017-11-15 10:41:44"
2000256,"AZL112605 ","2017-11-22","2017-11-24","",8000071,"2017-11-22 20:33:10"
2000257,"40729","2017-09-29","2017-09-29","",8000060,"2017-11-24 15:40:36"
2000258,"12492_Finnish_EN_Quote_pls","2017-11-24","2017-11-27","18709945-21798579",8000044,"2017-11-25 23:13:09"
2000259,"Jun Lavender","2017-11-20","2017-11-21","18805019-21751200",8000044,"2017-11-25 23:20:01"
2000261,"VSAT1720003HQ-O","2017-10-26","2017-11-09","134068",8000072,"2017-11-27 13:40:32"
2000262,"18858630-21840235","2017-11-29","2017-11-29","18858630-21840235",8000044,"2017-11-29 12:24:31"
2000263,"O-03913-TRA-014/029","2016-08-01","2016-08-31","",8000033,"2017-11-29 13:56:28"
2000264,"O-04010-TRA-009/029","2016-09-01","2016-09-30","",8000033,"2017-11-29 14:03:39"
2000265," 31.10.2016","2016-10-01","2016-10-31","",8000033,"2017-11-29 14:17:12"
2000266,"30.11.2016","2016-11-01","2016-11-30","",8000033,"2017-11-29 14:23:39"
2000267,"31.12.2016","2016-12-01","2016-12-31","",8000033,"2017-11-29 14:52:34"
2000268,"31.01.2017","2017-01-01","2017-01-31","",8000033,"2017-11-29 14:55:43"
2000269,"14.02.2017 18:00 hrs","2017-02-01","2017-02-14","",8000073,"2017-11-29 15:01:31"
2000270,"376.1289//ALICE NICOLAS//COR/ANG","2017-12-07","2017-12-12","",8000039,"2017-12-07 12:47:55"
2000271,"O-05652-TRA-098","2017-10-01","2017-10-31","",8000033,"2017-12-11 15:24:19"
2000272,"O-05596-TRA-003","2017-09-01","2017-09-30","",8000033,"2017-12-11 15:28:45"
2000273,"O-05414-TRA-018","2017-08-01","2017-08-31","",8000033,"2017-12-11 15:32:35"
2000274,"O-05305-TRA-007","2017-07-01","2017-07-31","",8000033,"2017-12-11 15:37:15"
2000275,"O-05184-TRA-010","2017-06-01","2017-06-30","",8000033,"2017-12-11 17:53:06"
2000276,"O-05226-TRA-008","2017-06-01","2017-06-30","",8000033,"2017-12-11 17:56:29"
2000277," O-05013-TRA-002","2017-05-01","2017-05-31","",8000033,"2017-12-11 18:08:07"
2000278,"O-04884-TRA-016","2017-04-01","2017-04-30","",8000033,"2017-12-11 18:16:01"
2000279,"O-04903-ENG-006","2017-04-01","2017-04-14","",8000073,"2017-12-11 18:23:27"
